No.,Name,Time (ms),Timegap (ms),Duration,Gaze X,Gaze Y,Pupil Diameter Left (mm),Pupil Diameter Right (mm),X-offset,Y-offset,Mouse X-coord,Mouse Y-coord,AOI,Left Eye X,Left Eye Y,Right Eye X,Right Eye Y,Eye-Tracker ID,Detection,Distancia_px,Velocidade_px_s,Evento_Cognitivo
2207,TESTE 27,41105,17.0,17,731.0,163.0,4.84,5.1,0,0,512,384,,0,0,0,0,-1,,4.055175020198826,238.53970707051917,Fixação
2208,TESTE 27,41122,17.0,17,734.0,138.0,4.76,5.09,0,0,512,384,,0,0,0,0,-1,,2.8284271247461903,166.3780661615406,Fixação
2209,TESTE 27,41138,17.0,17,732.0,150.0,4.78,5.2,0,0,512,384,,0,0,0,0,-1,,4.013864859597482,236.1096976233813,Fixação
2210,TESTE 27,41155,17.0,17,723.0,154.0,4.83,5.09,0,0,512,384,1,0,0,0,0,-1,,5.90668171555643,347.4518656209665,Fixação
2211,TESTE 27,41172,17.0,17,729.0,155.0,4.94,5.09,0,0,512,384,1,0,0,0,0,-1,,10.077477638553969,592.7928022678806,Fixação
2212,TESTE 27,41188,17.0,17,715.0,175.0,4.75,5.15,0,0,512,384,1,0,0,0,0,-1,,55.03231373979798,3237.1949258704694,Sacada
2213,TESTE 27,41205,17.0,17,599.0,263.0,4.89,5.25,0,0,512,384,,0,0,0,0,-1,,78.44035242710785,4614.138378065169,Sacada
2214,TESTE 27,41222,17.0,17,529.0,279.0,4.76,5.25,0,0,512,384,,0,0,0,0,-1,,78.31843830017158,4606.966958833622,Sacada
2215,TESTE 27,41238,17.0,17,513.0,295.0,4.72,5.29,0,0,512,384,4,0,0,0,0,-1,,35.68068260433244,2098.8636826077905,Sacada
2216,TESTE 27,41255,17.0,17,506.0,316.0,4.83,5.26,0,0,512,384,4,0,0,0,0,-1,,11.313708498984761,665.5122646461624,Fixação
2217,TESTE 27,41272,17.0,17,505.0,303.0,4.76,5.26,0,0,512,384,4,0,0,0,0,-1,,1.6996731711976096,99.98077477632998,Fixação
2218,TESTE 27,41288,17.0,17,508.0,296.0,4.83,5.26,0,0,512,384,4,0,0,0,0,-1,,0.7453559924999384,43.844470147055205,Fixação
2219,TESTE 27,41305,17.0,17,508.0,315.0,4.88,5.34,0,0,512,384,4,0,0,0,0,-1,,3.6817870057290474,216.57570621935574,Fixação
2220,TESTE 27,41321,17.0,17,506.0,314.0,4.86,5.31,0,0,512,384,4,0,0,0,0,-1,,3.431876713662315,201.8751008036656,Fixação
2221,TESTE 27,41338,17.0,17,503.0,305.0,4.91,5.31,0,0,512,384,4,0,0,0,0,-1,,1.6666666666666514,98.03921568627361,Fixação
2222,TESTE 27,41355,17.0,17,512.0,318.0,4.89,5.25,0,0,512,384,4,0,0,0,0,-1,,1.795054935711526,105.59146680656036,Fixação
2223,TESTE 27,41371,17.0,17,511.0,316.0,4.97,5.26,0,0,512,384,4,0,0,0,0,-1,,4.068851871911208,239.3442277594828,Fixação
2224,TESTE 27,41388,17.0,17,510.0,315.0,4.89,5.23,0,0,512,384,4,0,0,0,0,-1,,4.176654695380573,245.68557031650428,Fixação
2225,TESTE 27,41405,17.0,17,501.0,324.0,5.04,5.37,0,0,512,384,4,0,0,0,0,-1,,18.0,1058.8235294117646,Sacada
2226,TESTE 27,41421,17.0,17,511.0,370.0,4.99,5.28,0,0,512,384,2.5,0,0,0,0,-1,,18.04931516090784,1061.724421229873,Sacada
2227,TESTE 27,41438,17.0,17,506.0,369.0,5.05,5.31,0,0,512,384,2.5,0,0,0,0,-1,,20.93375795747679,1231.3975269103994,Sacada
2228,TESTE 27,41455,17.0,17,491.0,386.0,4.91,5.29,0,0,512,384,2.5,0,0,0,0,-1,,9.339283817414605,549.3696363185062,Fixação
2229,TESTE 27,41471,17.0,17,488.0,386.0,4.91,5.33,0,0,512,384,2.5,0,0,0,0,-1,,5.217491947499544,306.9112910293849,Fixação
2230,TESTE 27,41488,17.0,17,492.0,376.0,4.96,5.31,0,0,512,384,2.5,0,0,0,0,-1,,2.5385910352880043,149.32888442870615,Fixação
2231,TESTE 27,41504,17.0,17,494.0,379.0,4.94,5.31,0,0,512,384,2.5,0,0,0,0,-1,,2.426703296426811,142.74725273098886,Fixação
2232,TESTE 27,41521,17.0,17,486.0,379.0,4.94,5.36,0,0,512,384,2.5,0,0,0,0,-1,,2.687419249432866,158.08348526075682,Fixação
2233,TESTE 27,41538,17.0,17,493.0,384.0,5.02,5.42,0,0,512,384,2.5,0,0,0,0,-1,,1.3743685418725444,80.84520834544378,Fixação
2234,TESTE 27,41554,17.0,17,498.0,378.0,5.02,5.33,0,0,512,384,2.5,0,0,0,0,-1,,3.8005847503304833,223.56380884296962,Fixação
2235,TESTE 27,41571,17.0,17,495.0,386.0,5.01,5.36,0,0,512,384,2.5,0,0,0,0,-1,,6.79869268479035,399.9230991053147,Fixação
2236,TESTE 27,41588,17.0,17,497.0,404.0,5.12,5.33,0,0,512,384,2.5,0,0,0,0,-1,,3.77123616632828,221.83742154872235,Fixação
2237,TESTE 27,41604,17.0,17,490.0,386.0,5.04,5.34,0,0,512,384,2.5,0,0,0,0,-1,,1.8856180831640998,110.91871077435881,Fixação
2238,TESTE 27,41621,17.0,17,491.0,382.0,5.05,5.42,0,0,512,384,2.5,0,0,0,0,-1,,5.734883511361788,337.3460889036346,Fixação
2239,TESTE 27,41638,17.0,17,483.0,394.0,5.05,5.37,0,0,512,384,2.5,0,0,0,0,-1,,6.146362971528587,361.55076303109337,Fixação
2240,TESTE 27,41654,17.0,17,494.0,368.0,4.97,5.42,0,0,512,384,2.5,0,0,0,0,-1,,7.52034278178568,442.37310481092237,Fixação
2241,TESTE 27,41671,17.0,17,486.0,404.0,5.15,5.37,0,0,512,384,2.5,0,0,0,0,-1,,4.384315479322,257.90091054835295,Fixação
2242,TESTE 27,41687,17.0,17,485.0,381.0,5.04,5.41,0,0,512,384,2.5,0,0,0,0,-1,,7.803133273813106,459.00783963606506,Fixação
2243,TESTE 27,41704,17.0,17,486.0,390.0,5.2,5.37,0,0,512,384,2.5,0,0,0,0,-1,,5.174724898753336,304.395582279608,Fixação
2244,TESTE 27,41721,17.0,17,490.0,389.0,5.04,5.39,0,0,512,384,2.5,0,0,0,0,-1,,4.0138648595974304,236.10969762337828,Fixação
2245,TESTE 27,41737,17.0,17,486.0,393.0,5.1,5.41,0,0,512,384,2.5,0,0,0,0,-1,,0.0,0.0,Fixação
2246,TESTE 27,41754,17.0,17,486.0,390.0,5.1,5.34,0,0,512,384,2.5,0,0,0,0,-1,,3.605551275463989,212.09125149788173,Fixação
2247,TESTE 27,41771,17.0,17,481.0,395.0,5.26,5.42,0,0,512,384,2.5,0,0,0,0,-1,,6.616477747093094,389.2045733584173,Fixação
2248,TESTE 27,41787,17.0,17,471.0,380.0,5.1,5.39,0,0,512,384,2.5,0,0,0,0,-1,,2.0,117.6470588235294,Fixação
2249,TESTE 27,41804,17.0,17,480.0,390.0,5.26,5.45,0,0,512,384,2.5,0,0,0,0,-1,,3.0731814857642874,180.77538151554631,Fixação
2250,TESTE 27,41821,17.0,17,472.0,393.0,5.17,5.36,0,0,512,384,2.5,0,0,0,0,-1,,2.027587510099403,119.26985353525902,Fixação
2251,TESTE 27,41837,17.0,17,470.0,374.0,5.1,5.37,0,0,512,384,2.5,0,0,0,0,-1,,3.590109871422999,211.1829336131176,Fixação
2252,TESTE 27,41854,17.0,17,470.0,386.0,4.99,5.37,0,0,512,384,2.5,0,0,0,0,-1,,2.4267032964268656,142.7472527309921,Fixação
2253,TESTE 27,41870,17.0,17,474.0,400.0,5.09,5.41,0,0,512,384,2.5,0,0,0,0,-1,,9.333333333333314,549.0196078431362,Fixação
2254,TESTE 27,41887,17.0,17,470.0,402.0,5.15,5.34,0,0,512,384,2.5,0,0,0,0,-1,,0.7453559924999384,43.844470147055205,Fixação
2255,TESTE 27,41904,17.0,17,469.0,388.0,5.17,5.37,0,0,512,384,2.5,0,0,0,0,-1,,6.749485577105555,397.0285633591503,Fixação
2256,TESTE 27,41920,17.0,17,485.0,383.0,5.01,5.44,0,0,512,384,2.5,0,0,0,0,-1,,8.569973421454943,504.1160836149966,Fixação
2257,TESTE 27,41937,17.0,17,476.0,377.0,5.13,5.39,0,0,512,384,2.5,0,0,0,0,-1,,0.6666666666666288,39.215686274507576,Fixação
2258,TESTE 27,41954,17.0,17,469.0,390.0,5.07,5.42,0,0,512,384,2.5,0,0,0,0,-1,,4.47213595499958,263.0668208823282,Fixação
2259,TESTE 27,41970,17.0,17,473.0,389.0,5.05,5.47,0,0,512,384,2.5,0,0,0,0,-1,,11.020183503211028,648.2460884241781,Fixação
2260,TESTE 27,41987,17.0,17,474.0,410.0,5.17,5.41,0,0,512,384,2.5,0,0,0,0,-1,,2.357022603955185,138.6483884679521,Fixação
2261,TESTE 27,42003,17.0,17,474.0,395.0,4.99,5.33,0,0,512,384,2.5,0,0,0,0,-1,,23.259406699226016,1368.2003940721186,Sacada
2262,TESTE 27,42020,17.0,17,536.0,419.0,5.13,5.36,0,0,512,384,5,0,0,0,0,-1,,58.174068296984565,3422.00401746968,Sacada
2263,TESTE 27,42037,17.0,17,647.0,433.0,4.99,5.34,0,0,512,384,3,0,0,0,0,-1,,73.90384142774838,4347.284789867551,Sacada
2264,TESTE 27,42053,17.0,17,690.0,445.0,5.09,5.28,0,0,512,384,3,0,0,0,0,-1,,57.889741942957514,3405.27893782103,Sacada
2265,TESTE 27,42070,17.0,17,705.0,459.0,5.09,5.29,0,0,512,384,3,0,0,0,0,-1,,20.135651080718596,1184.4500635716822,Sacada
2266,TESTE 27,42087,17.0,17,704.0,453.0,5.01,5.37,0,0,512,384,3,0,0,0,0,-1,,5.734883511361788,337.3460889036346,Fixação
2267,TESTE 27,42103,17.0,17,700.0,459.0,5.05,5.23,0,0,512,384,3,0,0,0,0,-1,,3.073181485764281,180.77538151554594,Fixação
2268,TESTE 27,42120,17.0,17,699.0,466.0,5.15,5.25,0,0,512,384,3,0,0,0,0,-1,,1.666666666666697,98.03921568627628,Fixação
2269,TESTE 27,42137,17.0,17,701.0,457.0,5.07,5.29,0,0,512,384,3,0,0,0,0,-1,,3.0184617127124764,177.55657133602804,Fixação
2270,TESTE 27,42153,17.0,17,699.0,450.0,4.94,5.36,0,0,512,384,3,0,0,0,0,-1,,2.3570226039552256,138.64838846795445,Fixação
2271,TESTE 27,42170,17.0,17,704.0,461.0,5.09,5.34,0,0,512,384,3,0,0,0,0,-1,,5.0442486501405135,296.7205088317949,Fixação
2272,TESTE 27,42186,17.0,17,703.0,442.0,5.02,5.26,0,0,512,384,3,0,0,0,0,-1,,5.754225500544042,338.4838529731789,Fixação
2273,TESTE 27,42203,17.0,17,702.0,467.0,5.05,5.25,0,0,512,384,3,0,0,0,0,-1,,3.144660377352149,184.98002219718524,Fixação
2274,TESTE 27,42220,17.0,17,699.0,469.0,5.05,5.21,0,0,512,384,3,0,0,0,0,-1,,11.836853936376487,696.2855256692051,Fixação
2275,TESTE 27,42236,17.0,17,697.0,477.0,5.04,5.23,0,0,512,384,3,0,0,0,0,-1,,2.8480012484391946,167.52948520230558,Fixação
2276,TESTE 27,42253,17.0,17,699.0,459.0,5.01,5.28,0,0,512,384,3,0,0,0,0,-1,,4.176654695380522,245.6855703165013,Fixação
2277,TESTE 27,42270,17.0,17,705.0,458.0,5.02,5.28,0,0,512,384,3,0,0,0,0,-1,,7.401201103724877,435.3647708073457,Fixação
2278,TESTE 27,42286,17.0,17,700.0,455.0,5.01,5.34,0,0,512,384,3,0,0,0,0,-1,,2.1343747458109172,125.5514556359363,Fixação
2279,TESTE 27,42303,17.0,17,703.0,464.0,4.96,5.21,0,0,512,384,3,0,0,0,0,-1,,2.687419249432796,158.0834852607527,Fixação
2280,TESTE 27,42320,17.0,17,701.0,465.0,4.89,5.25,0,0,512,384,3,0,0,0,0,-1,,2.6874192494328732,158.08348526075724,Fixação
2281,TESTE 27,42336,17.0,17,699.0,463.0,4.84,5.25,0,0,512,384,3,0,0,0,0,-1,,2.403700850309347,141.3941676652557,Fixação
2282,TESTE 27,42353,17.0,17,699.0,470.0,4.96,5.18,0,0,512,384,3,0,0,0,0,-1,,0.6666666666667425,39.21568627451426,Fixação
2283,TESTE 27,42369,17.0,17,703.0,465.0,4.83,5.18,0,0,512,384,3,0,0,0,0,-1,,0.3333333333333144,19.607843137253788,Fixação
2284,TESTE 27,42386,17.0,17,699.0,462.0,4.76,5.15,0,0,512,384,3,0,0,0,0,-1,,2.5385910352880043,149.32888442870615,Fixação
2285,TESTE 27,42403,17.0,17,702.0,463.0,4.83,5.1,0,0,512,384,3,0,0,0,0,-1,,1.6996731711975985,99.98077477632933,Fixação
2286,TESTE 27,42419,17.0,17,704.0,470.0,4.83,5.12,0,0,512,384,3,0,0,0,0,-1,,1.490711984999877,87.68894029411041,Fixação
2287,TESTE 27,42436,17.0,17,701.0,458.0,4.73,5.1,0,0,512,384,3,0,0,0,0,-1,,2.9814239699996516,175.3778805882148,Fixação
2288,TESTE 27,42453,17.0,17,706.0,471.0,4.76,5.09,0,0,512,384,3,0,0,0,0,-1,,2.7487370837450613,161.69041669088597,Fixação
2289,TESTE 27,42469,17.0,17,702.0,462.0,4.75,5.07,0,0,512,384,3,0,0,0,0,-1,,1.6996731711975652,99.98077477632737,Fixação
2290,TESTE 27,42486,17.0,17,700.0,463.0,4.72,5.1,0,0,512,384,3,0,0,0,0,-1,,3.299831645537155,194.10774385512678,Fixação
2291,TESTE 27,42503,17.0,17,699.0,464.0,4.81,5.1,0,0,512,384,3,0,0,0,0,-1,,1.0540925533894538,62.005444317026694,Fixação
2292,TESTE 27,42519,17.0,17,699.0,461.0,4.78,5.09,0,0,512,384,3,0,0,0,0,-1,,3.726779962499626,219.2223507352721,Fixação
2293,TESTE 27,42536,17.0,17,698.0,474.0,4.83,5.09,0,0,512,384,3,0,0,0,0,-1,,6.0,352.94117647058823,Fixação
2294,TESTE 27,42552,17.0,17,699.0,482.0,4.86,4.97,0,0,512,384,3,0,0,0,0,-1,,17.029386365926403,1001.7286097603766,Sacada
2295,TESTE 27,42569,17.0,17,648.0,458.0,4.83,5.01,0,0,512,384,3,0,0,0,0,-1,,56.195096662332375,3305.593921313669,Sacada
2296,TESTE 27,42586,17.0,17,553.0,388.0,4.76,4.73,0,0,512,384,2.5,0,0,0,0,-1,,66.91038783328041,3935.9051666635537,Sacada
2297,TESTE 27,42602,17.0,17,501.0,515.0,4.62,5.05,0,0,512,384,3,0,0,0,0,-1,,56.205970422287976,3306.233554252234,Sacada
2298,TESTE 27,42619,17.0,17,492.0,522.0,4.78,5.04,0,0,512,384,3,0,0,0,0,-1,,21.2184406171194,1248.143565712906,Sacada
2299,TESTE 27,42636,17.0,17,509.0,434.0,4.75,5.05,0,0,512,384,3.6,0,0,0,0,-1,,44.36465059281117,2609.685328988892,Sacada
2300,TESTE 27,42652,17.0,17,506.0,382.0,4.73,5.2,0,0,512,384,2.5,0,0,0,0,-1,,33.81156935461916,1988.9158443893625,Sacada
2301,TESTE 27,42669,17.0,17,509.0,422.0,4.84,5.21,0,0,512,384,3.6,0,0,0,0,-1,,8.110350040397623,477.07941414103664,Fixação
2302,TESTE 27,42686,17.0,17,513.0,410.0,4.78,5.18,0,0,512,384,2.5,0,0,0,0,-1,,9.386751893552487,552.1618760913228,Fixação
2303,TESTE 27,42702,17.0,17,514.0,409.0,4.75,5.2,0,0,512,384,2.5,0,0,0,0,-1,,9.428090415820677,554.5935538718045,Fixação
2304,TESTE 27,42719,17.0,17,513.0,394.0,4.72,5.15,0,0,512,384,2.5,0,0,0,0,-1,,3.1622776601683795,186.01633295108113,Fixação
2305,TESTE 27,42735,17.0,17,516.0,401.0,4.76,5.17,0,0,512,384,2.5,0,0,0,0,-1,,3.7267799624997173,219.2223507352775,Fixação
2306,TESTE 27,42752,17.0,17,509.0,419.0,4.8,5.23,0,0,512,384,5,0,0,0,0,-1,,10.91889290277276,642.2878178101623,Fixação
2307,TESTE 27,42769,17.0,17,506.0,426.0,4.86,5.15,0,0,512,384,3.6,0,0,0,0,-1,,13.270686158262906,780.6285975448768,Sacada
2308,TESTE 27,42785,17.0,17,499.0,437.0,-1.0,4.94,0,0,512,384,3.6,0,0,0,0,-1,,110.76000080253607,6515.294164855063,Sacada
2309,TESTE 27,42935,150.0,150,450.0,746.0,4.68,0.0,0,0,512,384,3,0,0,0,0,-1,,30.142255316342148,200.9483687756143,Fixação
2310,TESTE 27,42952,17.0,17,490.0,337.0,-1.0,5.05,0,0,512,384,4,0,0,0,0,-1,,66.4747236841861,3910.277863775653,Sacada
2311,TESTE 27,42968,17.0,17,512.0,238.0,4.89,5.2,0,0,512,384,1,0,0,0,0,-1,,129.43681427201798,7613.930251295175,Sacada
2312,TESTE 27,42985,17.0,17,514.0,363.0,4.8,5.18,0,0,512,384,4,0,0,0,0,-1,,27.071920672329234,1592.4659219017196,Sacada
2313,TESTE 27,43002,17.0,17,504.0,417.0,4.91,5.18,0,0,512,384,2.5,0,0,0,0,-1,,63.01410776784654,3706.712221638032,Sacada
2314,TESTE 27,43018,17.0,17,508.0,427.0,4.86,5.23,0,0,512,384,3.6,0,0,0,0,-1,,22.70584848790189,1335.63814634717,Sacada
2315,TESTE 27,43035,17.0,17,510.0,431.0,4.97,5.25,0,0,512,384,3.6,0,0,0,0,-1,,4.3461349368018025,255.65499628245897,Fixação
2316,TESTE 27,43052,17.0,17,511.0,428.0,4.88,5.18,0,0,512,384,3.6,0,0,0,0,-1,,0.9428090415820902,55.45935538718177,Fixação
2317,TESTE 27,43068,17.0,17,506.0,425.0,4.88,5.31,0,0,512,384,3.6,0,0,0,0,-1,,4.268749491621896,251.10291127187622,Fixação
2318,TESTE 27,43085,17.0,17,502.0,421.0,5.05,5.31,0,0,512,384,3.6,0,0,0,0,-1,,1.3333333333333144,78.43137254901849,Fixação
2319,TESTE 27,43101,17.0,17,511.0,432.0,5.09,5.26,0,0,512,384,3.6,0,0,0,0,-1,,2.1081851067789255,124.01088863405444,Fixação
2320,TESTE 27,43118,17.0,17,512.0,427.0,4.96,5.29,0,0,512,384,3.6,0,0,0,0,-1,,4.027681991198215,236.92247007048326,Fixação
2321,TESTE 27,43135,17.0,17,513.0,416.0,4.94,5.26,0,0,512,384,2.5,0,0,0,0,-1,,2.23606797749979,131.5334104411641,Fixação
2322,TESTE 27,43151,17.0,17,514.0,426.0,5.07,5.31,0,0,512,384,3.6,0,0,0,0,-1,,4.47213595499958,263.0668208823282,Fixação
2323,TESTE 27,43168,17.0,17,518.0,439.0,5.01,5.28,0,0,512,384,3.6,0,0,0,0,-1,,41.766546953805545,2456.855703165032,Sacada
2324,TESTE 27,43185,17.0,17,495.0,540.0,5.1,5.26,0,0,512,384,3,0,0,0,0,-1,,194.9019696611037,11464.821744770805,Sacada
2325,TESTE 27,43368,183.0,183,789.0,942.0,5.05,0.0,0,0,512,384,,0,0,0,0,-1,,158.74962817104313,867.4843069455909,Sacada
2326,TESTE 27,43384,17.0,17,705.0,877.0,-1.0,0.0,0,0,512,384,,0,0,0,0,-1,,119.46036069666701,7027.080040980412,Sacada
2327,TESTE 27,43401,17.0,17,769.0,771.0,-1.0,-1.0,0,0,512,384,,0,0,0,0,-1,,53.83513928859316,3166.7728993290093,Sacada
2328,TESTE 27,43417,17.0,17,767.0,782.0,-1.0,-1.0,0,0,512,384,,0,0,0,0,-1,,62.40370359379504,3670.8060937526493,Sacada
2329,TESTE 27,43434,17.0,17,763.0,699.0,4.73,-1.0,0,0,512,384,3,0,0,0,0,-1,,33.33499995833534,1960.882350490314,Sacada
2330,TESTE 27,43451,17.0,17,770.0,671.0,4.78,-1.0,0,0,512,384,3,0,0,0,0,-1,,7.180219742845956,422.3658672262327,Fixação
2331,TESTE 27,43467,17.0,17,759.0,802.0,4.88,-1.0,0,0,512,384,,0,0,0,0,-1,,59.05270715405197,3473.6886561207043,Sacada
2332,TESTE 27,43484,17.0,17,672.0,851.0,4.94,-1.0,0,0,512,384,,0,0,0,0,-1,,70.71067811865476,4159.451654038515,Sacada
2333,TESTE 27,43501,17.0,17,560.0,701.0,4.94,-1.0,0,0,512,384,3,0,0,0,0,-1,,73.73526218091911,4337.368363583477,Sacada
2334,TESTE 27,43517,17.0,17,545.0,858.0,5.02,-1.0,0,0,512,384,,0,0,0,0,-1,,52.75204050819063,3103.061206364155,Sacada
2335,TESTE 27,43534,17.0,17,514.0,860.0,4.94,-1.0,0,0,512,384,,0,0,0,0,-1,,53.84442610170725,3167.3191824533674,Sacada
2336,TESTE 27,43551,17.0,17,522.0,858.0,5.01,5.25,0,0,512,384,,0,0,0,0,-1,,7.007932013876247,412.2312949338969,Fixação
2337,TESTE 27,43567,17.0,17,526.0,849.0,4.94,5.29,0,0,512,384,,0,0,0,0,-1,,1.7950549357116,105.5914668065647,Fixação
2338,TESTE 27,43584,17.0,17,516.0,865.0,4.92,5.23,0,0,512,384,,0,0,0,0,-1,,3.7712361663281997,221.83742154871763,Fixação
2339,TESTE 27,43600,17.0,17,530.0,866.0,4.89,5.23,0,0,512,384,,0,0,0,0,-1,,5.174724898753351,304.3955822796089,Fixação
2340,TESTE 27,43617,17.0,17,522.0,864.0,4.96,5.23,0,0,512,384,,0,0,0,0,-1,,30.450323844291457,1791.1955202524387,Sacada
2341,TESTE 27,43634,17.0,17,524.0,774.0,4.91,5.25,0,0,512,384,,0,0,0,0,-1,,126.39620247459969,7435.070733799982,Sacada
2342,TESTE 27,43650,17.0,17,560.0,488.0,4.91,-1.0,0,0,512,384,3.6,0,0,0,0,-1,,154.00180374124042,9058.929631837671,Sacada
2343,TESTE 27,43667,17.0,17,565.0,404.0,4.84,5.26,0,0,512,384,2.5,0,0,0,0,-1,,128.97631134781648,7586.841843989205,Sacada
2344,TESTE 27,43684,17.0,17,579.0,391.0,4.84,5.29,0,0,512,384,2.5,0,0,0,0,-1,,36.552853665768886,2150.1678626922876,Sacada
2345,TESTE 27,43700,17.0,17,572.0,379.0,4.89,5.23,0,0,512,384,2.5,0,0,0,0,-1,,8.117197107923898,477.48218281905287,Fixação
2346,TESTE 27,43717,17.0,17,573.0,381.0,4.84,5.31,0,0,512,384,2.5,0,0,0,0,-1,,2.0,117.6470588235294,Fixação
2347,TESTE 27,43734,17.0,17,579.0,385.0,4.91,5.29,0,0,512,384,2.5,0,0,0,0,-1,,6.871842709362779,404.2260417272223,Fixação
2348,TESTE 27,43750,17.0,17,580.0,398.0,4.96,5.29,0,0,512,384,2.5,0,0,0,0,-1,,3.605551275463989,212.09125149788173,Fixação
2349,TESTE 27,43767,17.0,17,579.0,390.0,4.81,5.26,0,0,512,384,2.5,0,0,0,0,-1,,5.9066817155564895,347.45186562096995,Fixação
2350,TESTE 27,43783,17.0,17,574.0,402.0,4.81,5.31,0,0,512,384,2.5,0,0,0,0,-1,,4.216370213557815,248.02177726810677,Fixação
2351,TESTE 27,43800,17.0,17,576.0,386.0,4.7,5.26,0,0,512,384,2.5,0,0,0,0,-1,,7.280109889280518,428.24175819297164,Fixação
2352,TESTE 27,43817,17.0,17,573.0,411.0,4.73,5.2,0,0,512,384,2.5,0,0,0,0,-1,,4.955356249106158,291.4915440650681,Fixação
2353,TESTE 27,43833,17.0,17,569.0,416.0,4.8,5.23,0,0,512,384,2.5,0,0,0,0,-1,,3.681787005729099,216.57570621935875,Fixação
2354,TESTE 27,43850,17.0,17,575.0,397.0,4.68,5.26,0,0,512,384,2.5,0,0,0,0,-1,,7.007932013876214,412.23129493389496,Fixação
2355,TESTE 27,43867,17.0,17,572.0,390.0,4.65,5.25,0,0,512,384,2.5,0,0,0,0,-1,,4.333333333333319,254.90196078431288,Fixação
2356,TESTE 27,43883,17.0,17,574.0,404.0,4.67,5.17,0,0,512,384,2.5,0,0,0,0,-1,,4.123105625617661,242.53562503633296,Fixação
2357,TESTE 27,43900,17.0,17,572.0,385.0,4.6,5.18,0,0,512,384,2.5,0,0,0,0,-1,,22.333333333333258,1313.725490196074,Sacada
2358,TESTE 27,43917,17.0,17,505.0,390.0,4.73,5.29,0,0,512,384,2.5,0,0,0,0,-1,,31.258776545333816,1838.7515614902245,Sacada
2359,TESTE 27,43933,17.0,17,487.0,369.0,4.59,5.25,0,0,512,384,2.5,0,0,0,0,-1,,28.715075405709047,1689.1220826887675,Sacada
2360,TESTE 27,43950,17.0,17,486.0,390.0,4.75,5.21,0,0,512,384,2.5,0,0,0,0,-1,,8.806563209081945,518.0331299459968,Fixação
2361,TESTE 27,43966,17.0,17,482.0,377.0,4.67,5.17,0,0,512,384,2.5,0,0,0,0,-1,,3.399346342395175,199.96154955265735,Fixação
2362,TESTE 27,43983,17.0,17,489.0,379.0,4.7,5.28,0,0,512,384,2.5,0,0,0,0,-1,,2.4267032964268265,142.7472527309898,Fixação
2363,TESTE 27,44000,17.0,17,484.0,397.0,4.84,5.21,0,0,512,384,2.5,0,0,0,0,-1,,4.268749491621896,251.10291127187622,Fixação
2364,TESTE 27,44016,17.0,17,490.0,367.0,4.68,5.29,0,0,512,384,2.5,0,0,0,0,-1,,4.346134936801746,255.65499628245564,Fixação
2365,TESTE 27,44033,17.0,17,490.0,392.0,4.73,5.18,0,0,512,384,2.5,0,0,0,0,-1,,8.359957469322952,491.7622040778207,Fixação
2366,TESTE 27,44050,17.0,17,486.0,372.0,4.68,5.28,0,0,512,384,2.5,0,0,0,0,-1,,7.333333333333314,431.37254901960677,Fixação
2367,TESTE 27,44066,17.0,17,490.0,389.0,4.81,5.2,0,0,512,384,2.5,0,0,0,0,-1,,4.123105625617661,242.53562503633296,Fixação
2368,TESTE 27,44083,17.0,17,487.0,380.0,4.7,5.26,0,0,512,384,2.5,0,0,0,0,-1,,1.0,58.8235294117647,Fixação
2369,TESTE 27,44100,17.0,17,486.0,375.0,4.62,5.18,0,0,512,384,2.5,0,0,0,0,-1,,3.8005847503304233,223.5638088429661,Fixação
2370,TESTE 27,44116,17.0,17,487.0,378.0,4.76,5.23,0,0,512,384,2.5,0,0,0,0,-1,,0.33333333333337123,19.60784313725713,Fixação
2371,TESTE 27,44133,17.0,17,487.0,379.0,4.68,5.21,0,0,512,384,2.5,0,0,0,0,-1,,7.031674369909658,413.6279041123328,Fixação
2372,TESTE 27,44149,17.0,17,488.0,396.0,4.7,5.17,0,0,512,384,2.5,0,0,0,0,-1,,3.282952600598717,193.11485885874805,Fixação
2373,TESTE 27,44166,17.0,17,491.0,387.0,4.75,5.23,0,0,512,384,2.5,0,0,0,0,-1,,3.1446603773521793,184.980022197187,Fixação
2374,TESTE 27,44183,17.0,17,495.0,384.0,4.78,5.15,0,0,512,384,2.5,0,0,0,0,-1,,3.1622776601683795,186.01633295108113,Fixação
2375,TESTE 27,44199,17.0,17,485.0,387.0,4.73,5.12,0,0,512,384,2.5,0,0,0,0,-1,,8.25294560209331,485.46738835843007,Fixação
2376,TESTE 27,44216,17.0,17,473.0,370.0,4.64,5.15,0,0,512,384,2.5,0,0,0,0,-1,,5.077182070575904,298.65776885740615,Fixação
2377,TESTE 27,44233,17.0,17,481.0,378.0,4.68,5.17,0,0,512,384,2.5,0,0,0,0,-1,,4.068851871911255,239.3442277594856,Fixação
2378,TESTE 27,44249,17.0,17,475.0,380.0,4.65,5.13,0,0,512,384,2.5,0,0,0,0,-1,,3.8005847503304784,223.5638088429693,Fixação
2379,TESTE 27,44266,17.0,17,476.0,381.0,4.8,5.09,0,0,512,384,2.5,0,0,0,0,-1,,2.6666666666666288,156.86274509803698,Fixação
2380,TESTE 27,44283,17.0,17,473.0,378.0,4.57,5.13,0,0,512,384,2.5,0,0,0,0,-1,,2.538591035287952,149.32888442870308,Fixação
