No.,Name,Time (ms),Timegap (ms),Duration,Gaze X,Gaze Y,Pupil Diameter Left (mm),Pupil Diameter Right (mm),X-offset,Y-offset,Mouse X-coord,Mouse Y-coord,AOI,Left Eye X,Left Eye Y,Right Eye X,Right Eye Y,Eye-Tracker ID,Detection,Distancia_px,Velocidade_px_s,Evento_Cognitivo
1,TESTE 27,0,,0,776.0,845.0,3.9,4.27,0,0,512,384,,0,0,0,0,-1,,,,Indefinido
2,TESTE 27,17,17.0,17,788.0,842.0,3.93,4.19,0,0,512,384,,0,0,0,0,-1,,3.1841621957571355,187.30365857394915,Fixação
3,TESTE 27,33,17.0,17,789.0,837.0,3.87,4.2,0,0,512,384,,0,0,0,0,-1,,1.7950549357114942,105.59146680655849,Fixação
4,TESTE 27,50,17.0,17,781.0,843.0,3.95,4.19,0,0,512,384,,0,0,0,0,-1,,0.6666666666667425,39.21568627451426,Fixação
5,TESTE 27,67,17.0,17,788.0,844.0,3.9,4.25,0,0,512,384,,0,0,0,0,-1,,2.23606797749979,131.5334104411641,Fixação
6,TESTE 27,83,17.0,17,783.0,840.0,3.96,4.24,0,0,512,384,,0,0,0,0,-1,,4.921607686744518,289.5063345143834,Fixação
7,TESTE 27,100,17.0,17,794.0,836.0,3.99,4.25,0,0,512,384,,0,0,0,0,-1,,1.9436506316150677,114.33239009500399,Fixação
8,TESTE 27,116,17.0,17,793.0,841.0,4.01,4.15,0,0,512,384,,0,0,0,0,-1,,1.3743685418725995,80.84520834544703,Fixação
9,TESTE 27,133,17.0,17,787.0,841.0,4.01,4.22,0,0,512,384,,0,0,0,0,-1,,4.484541349024598,263.7965499426234,Fixação
10,TESTE 27,150,17.0,17,784.0,845.0,4.04,4.24,0,0,512,384,,0,0,0,0,-1,,3.681787005729042,216.5757062193554,Fixação
11,TESTE 27,166,17.0,17,782.0,842.0,4.04,4.2,0,0,512,384,,0,0,0,0,-1,,0.7453559924998622,43.844470147050714,Fixação
12,TESTE 27,183,17.0,17,789.0,840.0,3.99,-1.0,0,0,512,384,,0,0,0,0,-1,,6.009252125773337,353.48541916313746,Fixação
13,TESTE 27,200,17.0,17,794.0,830.0,-1.0,-1.0,0,0,512,384,,0,0,0,0,-1,,46.77144322377249,2751.261366104264,Sacada
14,TESTE 27,383,183.0,183,878.0,739.6666666666666,0.0,-1.0,0,0,512,384,,0,0,0,0,-1,,85.81813961173795,468.951582577803,Fixação
15,TESTE 27,399,17.0,17,962.0,649.3333333333334,0.0,-1.0,0,0,512,384,,0,0,0,0,-1,,123.3536019381319,7256.094231654818,Sacada
16,TESTE 27,416,17.0,17,1046.0,559.0,4.52,-1.0,0,0,512,384,,0,0,0,0,-1,,81.7356473601495,4807.9792564793825,Sacada
17,TESTE 27,433,17.0,17,1047.0,562.0,4.14,-1.0,0,0,512,384,,0,0,0,0,-1,,28.037232740644686,1649.248984743805,Sacada
18,TESTE 27,449,17.0,17,1043.0,672.0,4.22,-1.0,0,0,512,384,,0,0,0,0,-1,,37.013511046643494,2177.2653556849114,Sacada
19,TESTE 27,466,17.0,17,1043.0,670.0,4.22,-1.0,0,0,512,384,,0,0,0,0,-1,,36.67272677193358,2157.2192218784458,Sacada
20,TESTE 27,482,17.0,17,1045.0,672.0,4.19,4.27,0,0,512,384,,0,0,0,0,-1,,2.6034165586356,153.14215050797648,Fixação
21,TESTE 27,499,17.0,17,1038.0,678.0,4.24,4.24,0,0,512,384,,0,0,0,0,-1,,1.6996731711976767,99.98077477633392,Fixação
22,TESTE 27,516,17.0,17,1038.0,669.0,4.2,4.2,0,0,512,384,,0,0,0,0,-1,,8.069145624606922,474.65562497687773,Fixação
23,TESTE 27,532,17.0,17,1064.0,687.0,4.32,4.24,0,0,512,384,,0,0,0,0,-1,,3.5433819375781272,208.43423162224278,Fixação
24,TESTE 27,549,17.0,17,1046.0,685.0,4.12,4.27,0,0,512,384,,0,0,0,0,-1,,7.601169500661066,447.12761768594504,Fixação
25,TESTE 27,566,17.0,17,1060.0,675.0,4.25,4.2,0,0,512,384,,0,0,0,0,-1,,3.1622776601683795,186.01633295108113,Fixação
26,TESTE 27,582,17.0,17,1055.0,684.0,4.27,4.25,0,0,512,384,,0,0,0,0,-1,,2.134374745810855,125.55145563593264,Fixação
27,TESTE 27,599,17.0,17,1051.0,681.0,4.32,4.24,0,0,512,384,,0,0,0,0,-1,,0.33333333333325754,19.607843137250445,Fixação
28,TESTE 27,615,17.0,17,1059.0,675.0,4.36,4.22,0,0,512,384,,0,0,0,0,-1,,1.6666666666666288,98.03921568627227,Fixação
29,TESTE 27,632,17.0,17,1055.0,689.0,4.32,4.3,0,0,512,384,,0,0,0,0,-1,,1.0,58.8235294117647,Fixação
30,TESTE 27,649,17.0,17,1051.0,684.0,4.38,4.33,0,0,512,384,,0,0,0,0,-1,,6.574360974438758,386.7271161434563,Fixação
31,TESTE 27,665,17.0,17,1042.0,685.0,4.32,4.32,0,0,512,384,,0,0,0,0,-1,,1.7950549357114098,105.59146680655351,Fixação
32,TESTE 27,682,17.0,17,1053.0,684.0,4.35,4.36,0,0,512,384,,0,0,0,0,-1,,2.3570226039551048,138.64838846794734,Fixação
33,TESTE 27,699,17.0,17,1056.0,679.0,4.4,4.35,0,0,512,384,,0,0,0,0,-1,,3.1446603773522455,184.9800221971909,Fixação
34,TESTE 27,715,17.0,17,1050.0,680.0,4.43,4.4,0,0,512,384,,0,0,0,0,-1,,4.642796092394769,273.10565249380994,Fixação
35,TESTE 27,732,17.0,17,1048.0,671.0,4.43,4.41,0,0,512,384,,0,0,0,0,-1,,3.3993463423951082,199.96154955265345,Fixação
36,TESTE 27,749,17.0,17,1046.0,677.0,4.49,4.41,0,0,512,384,,0,0,0,0,-1,,3.7267799624997173,219.2223507352775,Fixação
37,TESTE 27,765,17.0,17,1039.0,678.0,4.4,4.36,0,0,512,384,,0,0,0,0,-1,,3.2829526005986707,193.11485885874532,Fixação
38,TESTE 27,782,17.0,17,1044.0,680.0,4.43,-1.0,0,0,512,384,,0,0,0,0,-1,,104.67316858785846,6157.245211050497,Sacada
39,TESTE 27,798,17.0,17,922.0,388.5,0.0,-1.0,0,0,512,384,,0,0,0,0,-1,,209.41240544809074,12318.37679106416,Sacada
40,TESTE 27,1264,466.0,466,800.0,97.0,4.89,5.1,0,0,512,384,,0,0,0,0,-1,,172.55111963962702,370.2813726172254,Fixação
41,TESTE 27,1281,17.0,17,646.0,349.0,4.89,5.13,0,0,512,384,,0,0,0,0,-1,,126.86924590126472,7462.896817721454,Sacada
42,TESTE 27,1298,17.0,17,542.0,410.0,4.68,5.17,0,0,512,384,,0,0,0,0,-1,,139.62807740565648,8213.416317979792,Sacada
43,TESTE 27,1314,17.0,17,542.0,427.0,4.73,5.13,0,0,512,384,,0,0,0,0,-1,,46.82117279844901,2754.186635202883,Sacada
44,TESTE 27,1331,17.0,17,539.0,440.0,4.7,5.09,0,0,512,384,,0,0,0,0,-1,,7.490735018081397,440.6314716518468,Fixação
45,TESTE 27,1347,17.0,17,534.0,431.0,4.57,4.96,0,0,512,384,,0,0,0,0,-1,,5.270462766947323,310.0272215851366,Fixação
46,TESTE 27,1364,17.0,17,537.0,442.0,4.52,4.89,0,0,512,384,,0,0,0,0,-1,,0.9428090415820097,55.45935538717704,Fixação
47,TESTE 27,1381,17.0,17,537.0,442.0,4.44,4.83,0,0,512,384,,0,0,0,0,-1,,1.7950549357114522,105.59146680655601,Fixação
48,TESTE 27,1397,17.0,17,536.0,426.0,4.25,4.7,0,0,512,384,,0,0,0,0,-1,,0.7453559925000147,43.84447014705969,Fixação
49,TESTE 27,1414,17.0,17,539.0,441.0,4.25,4.67,0,0,512,384,,0,0,0,0,-1,,1.0,58.8235294117647,Fixação
50,TESTE 27,1431,17.0,17,540.0,442.0,4.22,4.6,0,0,512,384,,0,0,0,0,-1,,6.082762530298219,357.8095606057776,Fixação
51,TESTE 27,1447,17.0,17,539.0,444.0,4.12,4.48,0,0,512,384,,0,0,0,0,-1,,18.067773643823603,1062.810214342565,Sacada
52,TESTE 27,1464,17.0,17,492.0,414.0,4.04,4.43,0,0,512,384,,0,0,0,0,-1,,24.067036008246237,1415.708000485073,Sacada
53,TESTE 27,1481,17.0,17,482.0,399.0,3.88,4.32,0,0,512,384,,0,0,0,0,-1,,27.60233484488022,1623.6667555811894,Sacada
54,TESTE 27,1497,17.0,17,478.0,388.0,3.82,4.27,0,0,512,384,,0,0,0,0,-1,,9.94428926011749,584.958191771617,Fixação
55,TESTE 27,1514,17.0,17,473.0,391.0,3.75,4.15,0,0,512,384,,0,0,0,0,-1,,4.7726070210921,280.7415894760059,Fixação
56,TESTE 27,1530,17.0,17,476.0,412.0,3.71,4.07,0,0,512,384,,0,0,0,0,-1,,3.431876713662315,201.8751008036656,Fixação
57,TESTE 27,1547,17.0,17,483.0,397.0,3.59,3.98,0,0,512,384,,0,0,0,0,-1,,2.027587510099403,119.26985353525902,Fixação
58,TESTE 27,1564,17.0,17,472.0,397.0,3.56,3.87,0,0,512,384,,0,0,0,0,-1,,6.36832439151425,374.60731714789705,Fixação
59,TESTE 27,1580,17.0,17,474.0,393.0,3.45,3.79,0,0,512,384,,0,0,0,0,-1,,4.346134936801754,255.65499628245607,Fixação
60,TESTE 27,1597,17.0,17,472.0,390.0,3.35,3.67,0,0,512,384,,0,0,0,0,-1,,2.23606797749979,131.5334104411641,Fixação
61,TESTE 27,1614,17.0,17,475.0,391.0,3.34,3.67,0,0,512,384,,0,0,0,0,-1,,3.5901098714230306,211.18293361311947,Fixação
62,TESTE 27,1630,17.0,17,478.0,403.0,3.3,3.58,0,0,512,384,,0,0,0,0,-1,,3.9015666369064994,229.50391981802937,Fixação
63,TESTE 27,1647,17.0,17,476.0,401.0,3.21,3.56,0,0,512,384,,0,0,0,0,-1,,1.7950549357115049,105.59146680655911,Fixação
64,TESTE 27,1664,17.0,17,473.0,396.0,3.14,3.5,0,0,512,384,,0,0,0,0,-1,,3.7267799624996716,219.2223507352748,Fixação
65,TESTE 27,1680,17.0,17,476.0,392.0,3.1,3.37,0,0,512,384,,0,0,0,0,-1,,4.71404520791033,277.2967769359018,Fixação
66,TESTE 27,1697,17.0,17,462.0,399.0,3.11,3.34,0,0,512,384,,0,0,0,0,-1,,12.224747213928156,719.1027772898915,Fixação
67,TESTE 27,1713,17.0,17,440.0,412.0,3.06,3.35,0,0,512,384,,0,0,0,0,-1,,11.709445380166827,688.7909047156957,Fixação
68,TESTE 27,1730,17.0,17,441.0,389.0,2.92,3.29,0,0,512,384,,0,0,0,0,-1,,4.47213595499958,263.0668208823282,Fixação
69,TESTE 27,1747,17.0,17,450.0,393.0,2.98,3.24,0,0,512,384,,0,0,0,0,-1,,1.666666666666697,98.03921568627628,Fixação
70,TESTE 27,1763,17.0,17,436.0,409.0,2.95,3.22,0,0,512,384,,0,0,0,0,-1,,6.128258770283444,360.48581001667316,Fixação
71,TESTE 27,1780,17.0,17,448.0,406.0,2.97,3.18,0,0,512,384,,0,0,0,0,-1,,2.981423969999754,175.37788058822082,Fixação
72,TESTE 27,1797,17.0,17,442.0,389.0,2.79,3.18,0,0,512,384,,0,0,0,0,-1,,3.1446603773521793,184.980022197187,Fixação
73,TESTE 27,1813,17.0,17,441.0,401.0,2.84,3.11,0,0,512,384,,0,0,0,0,-1,,2.23606797749979,131.5334104411641,Fixação
74,TESTE 27,1830,17.0,17,451.0,400.0,2.82,3.18,0,0,512,384,,0,0,0,0,-1,,4.346134936801746,255.65499628245564,Fixação
75,TESTE 27,1846,17.0,17,443.0,402.0,2.84,3.05,0,0,512,384,,0,0,0,0,-1,,1.6666666666666514,98.03921568627361,Fixação
76,TESTE 27,1863,17.0,17,444.0,405.0,2.81,3.11,0,0,512,384,,0,0,0,0,-1,,2.8480012484391946,167.52948520230558,Fixação
77,TESTE 27,1880,17.0,17,443.0,397.0,2.79,3.06,0,0,512,384,,0,0,0,0,-1,,2.6874192494329017,158.08348526075892,Fixação
78,TESTE 27,1896,17.0,17,450.0,406.0,2.78,3.03,0,0,512,384,,0,0,0,0,-1,,2.6666666666666856,156.86274509804034,Fixação
79,TESTE 27,1913,17.0,17,444.0,397.0,2.78,3.0,0,0,512,384,,0,0,0,0,-1,,0.9428090415820499,55.45935538717941,Fixação
80,TESTE 27,1930,17.0,17,445.0,399.0,2.73,3.03,0,0,512,384,,0,0,0,0,-1,,10.609220308559738,624.0717828564551,Fixação
81,TESTE 27,1946,17.0,17,472.0,383.0,2.68,3.05,0,0,512,384,,0,0,0,0,-1,,46.67142832849901,2745.3781369705302,Sacada
82,TESTE 27,1963,17.0,17,574.0,345.0,2.69,3.0,0,0,512,384,,0,0,0,0,-1,,58.724403407404324,3454.376671023784,Sacada
83,TESTE 27,1980,17.0,17,611.0,340.0,2.68,2.95,0,0,512,384,,0,0,0,0,-1,,54.761097302535646,3221.2410177962142,Sacada
84,TESTE 27,1996,17.0,17,622.0,316.0,2.68,2.87,0,0,512,384,,0,0,0,0,-1,,17.323715280248386,1019.0420753087286,Sacada
85,TESTE 27,2013,17.0,17,625.0,335.0,2.71,2.94,0,0,512,384,,0,0,0,0,-1,,3.333333333333303,196.07843137254721,Fixação
86,TESTE 27,2029,17.0,17,619.0,346.0,2.82,2.98,0,0,512,384,,0,0,0,0,-1,,11.489423776263191,675.8484574272466,Fixação
87,TESTE 27,2046,17.0,17,617.8888888888889,350.22222222222223,0.0,2.9,0,0,512,384,,0,0,0,0,-1,,7.037134502249061,413.9490883675918,Fixação
88,TESTE 27,2063,17.0,17,616.7777777777778,354.44444444444446,0.0,2.87,0,0,512,384,,0,0,0,0,-1,,4.36597393430861,256.8219961358006,Fixação
89,TESTE 27,2079,17.0,17,615.6666666666666,358.6666666666667,0.0,2.82,0,0,512,384,,0,0,0,0,-1,,4.3659739343085295,256.82199613579587,Fixação
90,TESTE 27,2096,17.0,17,614.5555555555555,362.8888888888889,0.0,2.89,0,0,512,384,,0,0,0,0,-1,,4.365973934308501,256.8219961357942,Fixação
91,TESTE 27,2113,17.0,17,613.4444444444445,367.1111111111111,0.0,2.94,0,0,512,384,,0,0,0,0,-1,,4.365973934308555,256.82199613579735,Fixação
92,TESTE 27,2129,17.0,17,612.3333333333334,371.3333333333333,0.0,2.82,0,0,512,384,,0,0,0,0,-1,,4.365973934308555,256.82199613579735,Fixação
93,TESTE 27,2146,17.0,17,611.2222222222222,375.55555555555554,0.0,2.92,0,0,512,384,,0,0,0,0,-1,,4.365973934308501,256.8219961357942,Fixação
94,TESTE 27,2163,17.0,17,610.1111111111111,379.77777777777777,0.0,2.89,0,0,512,384,,0,0,0,0,-1,,4.365973934308695,256.8219961358056,Fixação
95,TESTE 27,2179,17.0,17,609.0,384.0,2.71,2.9,0,0,512,384,,0,0,0,0,-1,,7.906258048137062,465.0740028315918,Fixação
96,TESTE 27,2196,17.0,17,614.0,352.0,2.66,2.86,0,0,512,384,,0,0,0,0,-1,,8.315206622790429,489.1298013406135,Fixação
97,TESTE 27,2212,17.0,17,613.0,355.0,2.61,2.86,0,0,512,384,,0,0,0,0,-1,,4.853406592853707,285.4945054619828,Fixação
98,TESTE 27,2229,17.0,17,613.0,370.0,2.74,2.82,0,0,512,384,,0,0,0,0,-1,,0.6666666666666288,39.215686274507576,Fixação
99,TESTE 27,2246,17.0,17,616.0,352.0,2.63,2.84,0,0,512,384,,0,0,0,0,-1,,2.6874192494328732,158.08348526075724,Fixação
100,TESTE 27,2262,17.0,17,614.0,363.0,2.73,2.87,0,0,512,384,,0,0,0,0,-1,,11.595018087284046,682.0598874872968,Fixação
101,TESTE 27,2279,17.0,17,624.0,337.0,2.6,2.86,0,0,512,384,,0,0,0,0,-1,,19.607254893136954,1153.367934890409,Sacada
102,TESTE 27,2296,17.0,17,560.0,334.0,2.61,2.86,0,0,512,384,,0,0,0,0,-1,,25.221243250702596,1483.6025441589761,Sacada
103,TESTE 27,2312,17.0,17,539.0,353.0,2.68,2.9,0,0,512,384,,0,0,0,0,-1,,28.442925306655784,1673.1132533326931,Sacada
104,TESTE 27,2329,17.0,17,540.0,352.0,2.69,2.84,0,0,512,384,,0,0,0,0,-1,,5.6666666666667425,333.3333333333378,Fixação
105,TESTE 27,2346,17.0,17,543.0,334.0,2.63,2.95,0,0,512,384,,0,0,0,0,-1,,0.7453559924999892,43.84447014705819,Fixação
106,TESTE 27,2362,17.0,17,541.0,352.0,2.6,2.9,0,0,512,384,,0,0,0,0,-1,,2.027587510099413,119.26985353525959,Fixação
107,TESTE 27,2379,17.0,17,539.0,358.0,2.73,2.86,0,0,512,384,,0,0,0,0,-1,,12.373807462180372,727.8710271870806,Fixação
108,TESTE 27,2395,17.0,17,540.0,371.0,2.68,2.84,0,0,512,384,,0,0,0,0,-1,,2.5385910352880043,149.32888442870615,Fixação
109,TESTE 27,2412,17.0,17,538.0,359.0,2.69,2.94,0,0,512,384,,0,0,0,0,-1,,6.03692342542494,355.1131426720553,Fixação
110,TESTE 27,2429,17.0,17,541.0,340.0,2.69,2.97,0,0,512,384,,0,0,0,0,-1,,5.666666666666686,333.33333333333445,Fixação
111,TESTE 27,2445,17.0,17,540.0,354.0,2.69,2.94,0,0,512,384,,0,0,0,0,-1,,2.3333333333333144,137.2549019607832,Fixação
112,TESTE 27,2462,17.0,17,538.0,366.0,2.81,3.79,0,0,512,384,,0,0,0,0,-1,,77.87810988975015,4581.065287632362,Sacada
113,TESTE 27,2562,100.0,100,490.0,568.0,2.81,0.0,0,0,512,384,,0,0,0,0,-1,,14.368174708168185,143.68174708168186,Fixação
114,TESTE 27,2578,17.0,17,537.0,311.0,-1.0,0.0,0,0,512,384,,0,0,0,0,-1,,2.23606797749979,131.5334104411641,Fixação
115,TESTE 27,2595,17.0,17,535.0,372.0,3.03,3.16,0,0,512,384,,0,0,0,0,-1,,74.66220224748562,4391.8942498520955,Sacada
116,TESTE 27,2612,17.0,17,537.0,349.0,3.03,-1.0,0,0,512,384,,0,0,0,0,-1,,22.66911751455909,1333.477500856417,Sacada
117,TESTE 27,2628,17.0,17,538.0,379.0,3.11,3.29,0,0,512,384,,0,0,0,0,-1,,4.176654695380573,245.68557031650428,Fixação
118,TESTE 27,2645,17.0,17,529.0,361.0,3.13,3.3,0,0,512,384,,0,0,0,0,-1,,6.641619615057074,390.6835067680632,Fixação
119,TESTE 27,2662,17.0,17,531.0,368.0,3.08,3.3,0,0,512,384,,0,0,0,0,-1,,0.3333333333333144,19.607843137253788,Fixação
120,TESTE 27,2678,17.0,17,538.0,378.0,3.18,3.37,0,0,512,384,,0,0,0,0,-1,,8.393118874676096,493.7128749809468,Fixação
121,TESTE 27,2695,17.0,17,532.0,336.0,3.14,3.38,0,0,512,384,,0,0,0,0,-1,,9.386751893552521,552.1618760913248,Fixação
122,TESTE 27,2712,17.0,17,534.0,340.0,3.14,3.42,0,0,512,384,,0,0,0,0,-1,,1.6666666666666061,98.03921568627094,Fixação
123,TESTE 27,2728,17.0,17,534.0,375.0,3.35,3.46,0,0,512,384,,0,0,0,0,-1,,4.268749491621851,251.1029112718736,Fixação
124,TESTE 27,2745,17.0,17,542.0,344.0,3.26,3.48,0,0,512,384,,0,0,0,0,-1,,9.71825315807552,571.6619504750305,Fixação
125,TESTE 27,2761,17.0,17,537.0,369.0,3.4,3.53,0,0,512,384,,0,0,0,0,-1,,1.6996731711976767,99.98077477633392,Fixação
126,TESTE 27,2778,17.0,17,539.0,374.0,3.38,3.55,0,0,512,384,,0,0,0,0,-1,,5.333333333333371,313.72549019608067,Fixação
127,TESTE 27,2795,17.0,17,542.0,360.0,3.35,3.56,0,0,512,384,,0,0,0,0,-1,,6.741249472052247,396.54408659130866,Fixação
128,TESTE 27,2811,17.0,17,540.0,349.0,3.38,3.64,0,0,512,384,,0,0,0,0,-1,,3.9015666369065727,229.5039198180337,Fixação
129,TESTE 27,2828,17.0,17,535.0,385.0,3.5,3.59,0,0,512,384,,0,0,0,0,-1,,5.374838498865648,316.16697052150874,Fixação
130,TESTE 27,2845,17.0,17,534.0,374.0,3.5,3.69,0,0,512,384,,0,0,0,0,-1,,7.673909622147574,451.40644836162204,Fixação
131,TESTE 27,2861,17.0,17,541.0,372.0,3.43,3.71,0,0,512,384,,0,0,0,0,-1,,10.0,588.2352941176471,Fixação
132,TESTE 27,2878,17.0,17,535.0,355.0,3.53,3.74,0,0,512,384,,0,0,0,0,-1,,3.1446603773522757,184.98002219719268,Fixação
133,TESTE 27,2894,17.0,17,542.0,379.0,3.51,3.74,0,0,512,384,,0,0,0,0,-1,,48.49856813464815,2852.85694909695,Sacada
134,TESTE 27,3077,183.0,183,529.0,517.0,4.3,0.0,0,0,512,384,3,0,0,0,0,-1,,23.497044731436105,128.3991515379022,Fixação
135,TESTE 27,3094,17.0,17,572.0,295.0,3.42,3.66,0,0,512,384,4,0,0,0,0,-1,,14.313940369056002,841.9964922974119,Sacada
136,TESTE 27,3111,17.0,17,580.0,359.0,3.48,-1.0,0,0,512,384,4,0,0,0,0,-1,,53.387472521390436,3140.4395600817907,Sacada
137,TESTE 27,3127,17.0,17,573.0,363.0,3.53,3.77,0,0,512,384,4,0,0,0,0,-1,,22.72785857830773,1336.9328575475135,Sacada
138,TESTE 27,3144,17.0,17,577.0,363.0,3.43,3.79,0,0,512,384,4,0,0,0,0,-1,,1.3743685418724891,80.84520834544054,Fixação
139,TESTE 27,3161,17.0,17,576.0,358.0,3.58,3.77,0,0,512,384,4,0,0,0,0,-1,,8.94427190999916,526.1336417646564,Fixação
140,TESTE 27,3177,17.0,17,585.0,339.0,3.45,3.72,0,0,512,384,4,0,0,0,0,-1,,6.368324391514244,374.6073171478967,Fixação
141,TESTE 27,3194,17.0,17,579.0,344.0,3.5,3.82,0,0,512,384,4,0,0,0,0,-1,,3.6666666666666856,215.68627450980503,Fixação
142,TESTE 27,3211,17.0,17,576.0,347.0,3.51,3.77,0,0,512,384,4,0,0,0,0,-1,,2.7487370837450613,161.69041669088597,Fixação
143,TESTE 27,3227,17.0,17,583.0,331.0,3.46,3.82,0,0,512,384,4,0,0,0,0,-1,,3.073181485764281,180.77538151554594,Fixação
144,TESTE 27,3244,17.0,17,585.0,351.0,3.56,3.87,0,0,512,384,4,0,0,0,0,-1,,4.955356249106174,291.49154406506904,Fixação
145,TESTE 27,3260,17.0,17,581.0,361.0,3.56,3.83,0,0,512,384,4,0,0,0,0,-1,,11.49395976637779,676.1152803751642,Fixação
146,TESTE 27,3277,17.0,17,573.0,364.0,3.58,3.85,0,0,512,384,4,0,0,0,0,-1,,21.615323782497924,1271.4896342645839,Sacada
147,TESTE 27,3294,17.0,17,523.0,370.0,3.64,3.98,0,0,512,384,2.5,0,0,0,0,-1,,28.674417556808717,1686.7304445181599,Sacada
148,TESTE 27,3310,17.0,17,495.0,363.0,3.66,3.98,0,0,512,384,4,0,0,0,0,-1,,23.669013968102327,1392.294939300137,Sacada
149,TESTE 27,3327,17.0,17,502.0,363.0,3.74,3.99,0,0,512,384,4,0,0,0,0,-1,,9.597453365925306,564.5560803485474,Fixação
150,TESTE 27,3344,17.0,17,496.0,360.0,3.63,4.01,0,0,512,384,4,0,0,0,0,-1,,3.4318767136623425,201.8751008036672,Fixação
151,TESTE 27,3360,17.0,17,504.0,368.0,3.71,4.09,0,0,512,384,2.5,0,0,0,0,-1,,1.3333333333333712,78.43137254902184,Fixação
152,TESTE 27,3377,17.0,17,498.0,363.0,3.77,4.11,0,0,512,384,4,0,0,0,0,-1,,1.0,58.8235294117647,Fixação
153,TESTE 27,3394,17.0,17,496.0,363.0,3.85,4.17,0,0,512,384,4,0,0,0,0,-1,,6.472162612982578,380.71544782250453,Fixação
154,TESTE 27,3410,17.0,17,508.0,349.0,3.69,4.19,0,0,512,384,4,0,0,0,0,-1,,1.6666666666666514,98.03921568627361,Fixação
155,TESTE 27,3427,17.0,17,501.0,359.0,3.74,4.19,0,0,512,384,4,0,0,0,0,-1,,3.5433819375781757,208.43423162224562,Fixação
156,TESTE 27,3443,17.0,17,504.0,370.0,3.77,4.28,0,0,512,384,2.5,0,0,0,0,-1,,8.666666666666659,509.80392156862695,Fixação
157,TESTE 27,3460,17.0,17,498.0,373.0,3.8,4.2,0,0,512,384,2.5,0,0,0,0,-1,,2.6666666666666856,156.86274509804034,Fixação
158,TESTE 27,3477,17.0,17,509.0,359.0,3.87,4.28,0,0,512,384,4,0,0,0,0,-1,,3.726779962499641,219.22235073527298,Fixação
159,TESTE 27,3493,17.0,17,499.0,360.0,3.75,4.2,0,0,512,384,4,0,0,0,0,-1,,6.472162612982511,380.71544782250066,Fixação
160,TESTE 27,3510,17.0,17,502.0,354.0,3.77,4.25,0,0,512,384,4,0,0,0,0,-1,,2.23606797749979,131.5334104411641,Fixação
161,TESTE 27,3527,17.0,17,503.0,362.0,3.91,4.32,0,0,512,384,4,0,0,0,0,-1,,5.011098792790972,294.77051722299836,Fixação
162,TESTE 27,3543,17.0,17,500.0,345.0,3.8,4.28,0,0,512,384,4,0,0,0,0,-1,,5.754225500543986,338.4838529731756,Fixação
163,TESTE 27,3560,17.0,17,499.0,371.0,3.87,4.35,0,0,512,384,2.5,0,0,0,0,-1,,2.1081851067789255,124.01088863405444,Fixação
164,TESTE 27,3577,17.0,17,501.0,356.0,3.88,4.4,0,0,512,384,4,0,0,0,0,-1,,4.666666666666686,274.50980392156976,Fixação
165,TESTE 27,3593,17.0,17,500.0,359.0,3.85,4.38,0,0,512,384,4,0,0,0,0,-1,,1.3333333333333144,78.43137254901849,Fixação
166,TESTE 27,3610,17.0,17,499.0,367.0,3.88,4.38,0,0,512,384,2.5,0,0,0,0,-1,,2.3570226039551367,138.64838846794922,Fixação
167,TESTE 27,3626,17.0,17,500.0,363.0,3.9,4.3,0,0,512,384,4,0,0,0,0,-1,,3.8005847503304784,223.5638088429693,Fixação
168,TESTE 27,3643,17.0,17,503.0,370.0,3.93,4.38,0,0,512,384,2.5,0,0,0,0,-1,,4.666666666666686,274.50980392156976,Fixação
169,TESTE 27,3660,17.0,17,499.0,353.0,3.98,4.41,0,0,512,384,4,0,0,0,0,-1,,2.027587510099413,119.26985353525959,Fixação
170,TESTE 27,3676,17.0,17,499.0,369.0,3.95,4.4,0,0,512,384,2.5,0,0,0,0,-1,,1.9436506316151163,114.33239009500684,Fixação
171,TESTE 27,3693,17.0,17,500.0,365.0,3.99,4.4,0,0,512,384,2.5,0,0,0,0,-1,,8.666666666666686,509.80392156862854,Fixação
172,TESTE 27,3710,17.0,17,499.0,379.0,-1.0,0.0,0,0,512,384,2.5,0,0,0,0,-1,,121.59038704692988,7152.375708642934,Sacada
173,TESTE 27,3826,116.0,116,302.0,676.0,3.75,0.0,0,0,512,384,3,0,0,0,0,-1,,67.69375484078607,583.566852075742,Fixação
174,TESTE 27,3843,17.0,17,309.0,434.0,-1.0,0.0,0,0,512,384,3,0,0,0,0,-1,,50.403924009501026,2964.9367064412368,Sacada
175,TESTE 27,3859,17.0,17,348.0,387.0,-1.0,4.48,0,0,512,384,2,0,0,0,0,-1,,89.52032667997192,5265.901569410113,Sacada
176,TESTE 27,3876,17.0,17,339.0,410.0,4.12,4.54,0,0,512,384,2,0,0,0,0,-1,,16.27540748764491,957.3769110379358,Sacada
177,TESTE 27,3893,17.0,17,349.0,406.0,4.06,4.6,0,0,512,384,2,0,0,0,0,-1,,12.333333333333314,725.4901960784302,Fixação
178,TESTE 27,3909,17.0,17,348.0,424.0,4.2,4.59,0,0,512,384,3,0,0,0,0,-1,,6.324555320336759,372.03266590216225,Fixação
179,TESTE 27,3926,17.0,17,357.0,416.0,4.03,4.6,0,0,512,384,2,0,0,0,0,-1,,4.055175020198816,238.5397070705186,Fixação
