Subject_ID,Total_Fixacoes,Media_Duracao_Fixacao_ms,SD_Duracao_Fixacao_ms,Velocidade_Media_Sacada_px_s,Taxa_Tempo_Fixacao_%,Target_Class
T43,778,213.42,251.51,2744.29,79.94,0
