Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,640,978,0
33,33,576,1070,0
50,17,585,1079,0
67,17,579,1020,0
83,17,585,993,0
100,17,577,940,0
116,17,583,956,0
133,17,576,956,0
150,17,548,1010,0
166,17,548,1013,0
183,17,539,1010,0
200,17,545,1016,0
216,17,545,1016,0
233,17,543,1016,0
250,17,546,1007,0
266,17,541,1015,0
283,17,539,1022,0
299,17,543,1024,0
316,17,544,1002,0
333,17,539,1018,0
349,17,539,1031,0
366,17,540,1024,0
383,17,540,1013,0
399,17,548,1013,0
416,17,560,990,0
433,17,586,891,0
449,17,599,727,3
466,17,609,622,3
482,17,619,581,3
499,17,629,661,3
516,17,617,660,3
532,17,623,649,3
549,17,621,654,3
566,17,622,661,3
582,17,624,649,3
599,17,623,650,3
615,17,628,640,3
632,17,628,653,3
649,17,629,648,3
665,17,635,639,3
682,17,632,649,3
699,17,632,638,3
715,17,628,656,3
732,17,627,650,3
749,17,624,649,3
765,17,629,650,3
782,17,629,597,3
798,17,692,850,0
998,200,818,907,0
1015,17,745,760,3
1031,17,685,647,3
1048,17,635,563,3
1065,17,577,533,3
1081,17,562,518,3
1098,17,575,473,3
1115,17,566,485,3
1131,17,573,472,3
1148,17,571,467,3
1164,17,570,468,3
1181,17,570,448,3
1198,17,566,483,3
1214,17,567,458,3
1231,17,572,469,3
1248,17,565,463,3
1264,17,566,514,3
1281,17,567,468,3
1298,17,568,480,3
1314,17,567,481,3
1331,17,566,455,3
1347,17,564,452,3
1364,17,538,438,3
1381,17,532,400,2
1397,17,546,423,3
1414,17,535,434,3
1431,17,539,424,3
1447,17,539,454,3
1464,17,541,434,3
1481,17,541,422,3
1497,17,531,415,2
1514,17,525,409,2
1530,17,522,384,2
1547,17,520,393,2
1564,17,519,386,2
1580,17,525,374,2
1597,17,524,378,2
1614,17,524,367,2
1630,17,528,379,2
1647,17,523,361,4
1664,17,528,353,4
1680,17,524,376,2
1697,17,526,366,2
1713,17,526,357,4
1730,17,524,359,4
1747,17,528,361,4
1763,17,520,375,2
1780,17,499,371,2
1797,17,497,351,4
1813,17,493,366,2
1830,17,500,342,4
1846,17,497,340,4
1863,17,495,358,4
1880,17,496,347,4
1896,17,490,364,4
1913,17,491,362,4
1930,17,493,338,4
1946,17,497,331,4
1963,17,489,357,4
1980,17,462,362,4
1996,17,456,360,4
2013,17,460,347,4
2029,17,453,355,4
2046,17,454,373,2
2063,17,452,339,4
2079,17,442,495,3
2312,233,0,699,0
2329,17,11,686,3
2346,17,4,743,3
2362,17,0,738,0
2379,17,70,649,3
2395,17,163,549,3
2412,17,273,442,3
2429,17,366,357,0
2445,17,446,325,4
2462,17,454,338,4
2479,17,466,325,4
2495,17,467,343,4
2512,17,466,348,4
2529,17,468,344,4
2545,17,469,346,4
2562,17,465,357,4
2578,17,470,337,4
2595,17,467,335,4
2612,17,503,335,4
2628,17,541,360,4
2645,17,537,329,4
2662,17,540,331,4
2678,17,539,339,4
