Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,473,851,0
17,17,478,846,0
33,17,505,855,0
50,17,501,859,0
67,17,512,861,0
83,17,505,864,0
100,17,507,858,0
116,17,510,855,0
133,17,510,856,0
150,17,509,857,0
166,17,506,858,0
183,17,506,863,0
200,17,506,869,0
216,17,515,856,0
233,17,516,857,0
250,17,515,861,0
266,17,517,864,0
283,17,516,866,0
299,17,465,848,0
316,17,520,861,0
333,17,519,873,0
349,17,504,855,0
366,17,513,861,0
383,17,517,859,0
399,17,514,860,0
416,17,513,853,0
433,17,512,854,0
449,17,516,846,0
466,17,517,857,0
482,17,517,857,0
499,17,517,855,0
516,17,519,855,0
532,17,517,859,0
549,17,519,856,0
566,17,521,854,0
582,17,525,855,0
599,17,521,854,0
615,17,520,856,0
632,17,521,855,0
649,17,519,863,0
665,17,519,857,0
682,17,528,856,0
699,17,518,854,0
715,17,525,863,0
732,17,521,858,0
749,17,525,861,0
765,17,521,855,0
782,17,520,858,0
798,17,518,861,0
815,17,518,859,0
832,17,520,859,0
848,17,522,856,0
865,17,520,859,0
882,17,521,858,0
898,17,521,858,0
915,17,533,835,0
932,17,522,860,0
948,17,521,853,0
965,17,516,851,0
981,17,521,855,0
998,17,519,851,0
1015,17,519,858,0
1031,17,513,854,0
1048,17,515,857,0
1065,17,477,844,0
1081,17,449,845,0
1098,17,456,847,0
1115,17,449,844,0
1131,17,446,850,0
1148,17,455,846,0
1164,17,450,845,0
1181,17,452,842,0
1198,17,453,848,0
1214,17,461,840,0
1231,17,453,844,0
1248,17,458,844,0
1264,17,455,856,0
1281,17,450,846,0
1298,17,453,838,0
1314,17,466,851,0
1331,17,453,851,0
1347,17,454,845,0
1364,17,446,848,0
1381,17,461,843,0
1397,17,457,841,0
1414,17,460,836,0
1431,17,441,738,3
1447,17,468,560,3
1464,17,487,430,3
1481,17,482,355,4
1497,17,478,396,2
1514,17,477,377,2
1530,17,488,382,2
1547,17,490,392,2
1564,17,485,400,2
1580,17,486,391,2
1597,17,491,374,2
1614,17,486,389,2
1630,17,487,396,2
1647,17,468,374,2
1664,17,456,377,2
1680,17,461,352,4
1697,17,459,362,4
1713,17,459,364,4
1730,17,462,354,4
1747,17,456,364,4
1763,17,456,364,4
1780,17,456,360,4
1797,17,458,371,2
1813,17,452,370,2
1830,17,460,354,4
1846,17,451,367,2
1863,17,458,358,4
1880,17,456,371,2
1896,17,457,377,2
1913,17,458,360,4
1930,17,462,377,2
1946,17,473,359,4
1963,17,553,355,4
1980,17,595,356,4
1996,17,598,351,4
2013,17,602,354,4
2029,17,608,358,4
2046,17,604,357,4
2063,17,607,348,4
2079,17,606,341,4
2096,17,607,351,4
2113,17,604,351,4
2129,17,608,351,4
2146,17,609,343,4
2163,17,606,346,4
2179,17,606,348,4
2196,17,601,364,4
2212,17,609,350,4
2229,17,604,366,2
2246,17,605,349,4
2262,17,602,364,4
2279,17,609,361,4
2296,17,608,354,4
2312,17,606,350,4
2329,17,606,351,4
2346,17,606,343,4
2362,17,602,363,4
2379,17,607,369,2
2395,17,603,357,4
2412,17,566,347,4
2429,17,556,346,4
2445,17,554,357,4
2462,17,555,363,4
2479,17,554,350,4
2495,17,554,359,4
2512,17,555,354,4
2529,17,553,345,4
2545,17,551,366,2
2562,17,555,364,4
2578,17,549,359,4
2595,17,555,360,4
2645,50,554,357,4
2662,17,556,348,4
2678,17,445,388,2
2845,166,463,544,3
2861,17,555,582,3
2878,17,569,496,3
2894,17,564,445,3
2911,17,560,435,3
2928,17,553,413,2
2944,17,565,445,3
2961,17,450,607,3
3177,216,559,683,3
3194,17,563,614,3
3211,17,557,533,3
3227,17,575,480,3
3244,17,573,442,3
3260,17,575,415,2
3277,17,576,386,2
3294,17,573,358,4
3310,17,577,323,4
3327,17,574,326,4
3344,17,573,312,4
3360,17,581,318,4
3377,17,575,315,4
3394,17,567,328,4
3410,17,571,341,4
3427,17,579,328,4
3443,17,576,340,4
3460,17,569,352,4
3477,17,570,320,4
3493,17,565,343,4
3510,17,558,351,4
3527,17,509,335,4
3543,17,502,335,4
3560,17,497,340,4
3577,17,508,334,4
3593,17,507,328,4
3610,17,505,327,4
3626,17,506,325,4
3643,17,512,339,4
3660,17,505,325,4
3676,17,513,339,4
3693,17,509,340,4
3710,17,508,334,4
3726,17,509,328,4
3743,17,510,337,4
3760,17,503,343,4
3776,17,510,337,4
3793,17,500,323,4
3809,17,509,339,4
3826,17,505,330,4
3843,17,507,345,4
3859,17,508,342,4
3876,17,505,328,4
3893,17,506,331,4
3909,17,503,340,4
3926,17,503,344,4
3943,17,504,344,4
3959,17,501,343,4
3976,17,502,334,4
3992,17,502,343,4
4009,17,500,354,4
4026,17,504,338,4
4042,17,501,348,4
4059,17,504,318,4
4076,17,503,339,4
4092,17,503,351,4
4109,17,501,324,4
4125,17,501,344,4
4142,17,506,342,4
4159,17,505,335,4
4175,17,506,350,4
4192,17,507,337,4
4209,17,571,317,4
4225,17,587,324,4
4242,17,593,316,4
4259,17,589,331,4
4275,17,586,317,4
4292,17,585,326,4
4308,17,589,308,4
4325,17,589,303,4
