Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,228,673,3
17,17,235,671,3
33,17,239,669,3
50,17,247,659,3
67,17,240,670,3
83,17,243,668,3
100,17,242,669,3
116,17,246,673,3
133,17,226,669,3
150,17,225,666,3
166,17,249,676,3
216,50,203,671,3
216,0,203,671,3
250,33,207,662,3
283,33,211,669,3
299,17,209,668,3
316,17,199,667,3
349,33,205,656,3
366,17,205,661,3
399,33,189,668,3
416,17,205,662,3
433,17,203,658,3
449,17,189,666,3
466,17,197,663,3
482,17,196,663,3
499,17,194,663,3
516,17,187,666,3
532,17,202,669,3
549,17,198,655,3
566,17,207,672,3
582,17,195,655,3
599,17,202,667,3
615,17,119,655,3
632,17,195,663,3
649,17,196,665,3
665,17,188,669,3
682,17,197,666,3
699,17,187,668,3
715,17,197,672,3
732,17,209,666,3
749,17,197,658,3
765,17,183,663,3
782,17,198,655,3
798,17,184,666,3
815,17,195,661,3
832,17,108,704,3
848,17,190,666,3
865,17,180,664,3
882,17,180,665,3
898,17,188,667,3
915,17,201,655,3
932,17,191,656,3
948,17,183,667,3
965,17,171,662,3
981,17,193,664,3
998,17,176,662,3
1015,17,189,655,3
1031,17,182,661,3
1048,17,175,662,3
1065,17,197,666,3
1081,17,184,665,3
1098,17,179,662,3
1115,17,192,650,3
1131,17,176,666,3
1148,17,187,665,3
1164,17,192,659,3
1181,17,187,661,3
1198,17,189,667,3
1214,17,180,658,3
1231,17,193,666,3
1248,17,189,666,3
1264,17,191,660,3
1281,17,199,667,3
1298,17,281,569,3
1314,17,361,509,3
1331,17,414,444,3
1347,17,434,417,2
1364,17,448,394,2
1381,17,436,413,2
1397,17,442,413,2
1414,17,440,407,2
1431,17,434,420,3
1447,17,434,411,2
1464,17,447,413,2
1481,17,450,410,2
1497,17,445,416,2
1514,17,463,409,2
1530,17,454,415,2
1547,17,430,417,2
1564,17,459,413,2
1580,17,499,365,2
1597,17,514,354,4
1614,17,511,361,4
1630,17,512,351,4
1647,17,506,369,2
1664,17,511,354,4
1680,17,522,348,4
1697,17,504,375,2
1713,17,517,341,4
1730,17,521,345,4
1747,17,500,353,4
1763,17,511,343,4
1780,17,499,351,4
1797,17,428,322,4
1813,17,381,316,0
1830,17,364,323,0
1846,17,373,316,0
1863,17,370,314,0
1880,17,372,321,0
1896,17,373,317,0
1913,17,363,321,0
1930,17,362,330,0
1946,17,362,331,0
1963,17,371,319,0
1980,17,365,323,0
1996,17,370,311,0
2013,17,370,323,0
2029,17,365,328,0
2046,17,370,320,0
2063,17,365,335,0
2079,17,364,324,0
2096,17,371,319,0
2113,17,380,323,0
2129,17,375,318,0
2146,17,379,324,0
2163,17,376,321,0
2179,17,361,325,0
2196,17,384,308,0
2212,17,368,330,0
2229,17,372,324,0
2246,17,375,322,0
2262,17,376,323,0
2279,17,369,327,0
2296,17,376,329,0
2312,17,372,328,0
2329,17,367,336,0
2346,17,379,318,0
2362,17,372,330,0
2379,17,355,331,0
2395,17,379,323,0
2412,17,368,328,0
2429,17,380,320,0
2445,17,372,331,0
2462,17,385,311,0
2479,17,376,326,0
2495,17,371,329,0
2512,17,474,348,4
2529,17,496,344,4
2545,17,507,345,4
2562,17,512,338,4
2578,17,510,341,4
2595,17,494,351,4
2612,17,499,347,4
2628,17,496,346,4
2645,17,503,348,4
2662,17,505,339,4
2678,17,506,347,4
2695,17,509,340,4
2712,17,509,353,4
2728,17,503,356,4
2745,17,489,358,4
2761,17,500,349,4
2778,17,501,342,4
2795,17,509,340,4
2811,17,489,351,4
2828,17,504,355,4
2845,17,502,349,4
2861,17,497,346,4
2878,17,503,353,4
2894,17,505,345,4
2911,17,506,340,4
2928,17,503,352,4
2944,17,499,343,4
2961,17,502,349,4
2978,17,494,348,4
2994,17,471,350,4
3011,17,463,322,4
3028,17,312,493,3
3111,83,383,461,3
3127,17,479,345,4
3144,17,479,329,4
3161,17,469,344,4
3177,17,472,349,4
3194,17,479,346,4
3211,17,476,347,4
3227,17,486,340,4
3244,17,486,335,4
3260,17,484,332,4
3277,17,477,335,4
3294,17,476,347,4
3310,17,471,347,4
3327,17,468,327,4
3344,17,450,307,4
3360,17,444,324,4
3377,17,449,312,4
3394,17,446,322,4
3410,17,444,320,4
3427,17,437,324,4
3443,17,451,314,4
3460,17,444,317,4
3477,17,456,316,4
3493,17,453,313,4
3510,17,444,314,4
3527,17,447,326,4
3543,17,444,332,4
3560,17,450,316,4
3577,17,449,314,4
3593,17,445,317,4
3610,17,449,314,4
3626,17,476,316,4
3643,17,525,334,4
3660,17,533,335,4
3676,17,539,332,4
3710,33,557,329,4
3710,0,557,329,4
3726,17,543,327,4
3776,50,557,323,4
3793,17,545,332,4
3809,17,543,329,4
3826,17,542,324,4
3843,17,549,327,4
3859,17,549,334,4
3876,17,545,330,4
3893,17,550,323,4
3909,17,562,321,4
3926,17,532,339,4
3943,17,547,328,4
3959,17,550,313,4
3976,17,558,318,4
3992,17,546,342,4
4009,17,546,335,4
4026,17,563,333,4
4042,17,558,328,4
4059,17,552,318,4
4076,17,544,331,4
4092,17,563,335,4
4109,17,547,344,4
4125,17,545,351,4
4142,17,546,339,4
4159,17,553,333,4
4175,17,557,329,4
4192,17,553,320,4
4209,17,552,325,4
4225,17,550,329,4
4242,17,532,352,4
4259,17,541,341,4
4275,17,550,327,4
4292,17,535,339,4
4308,17,546,327,4
4325,17,542,339,4
4342,17,529,348,4
4358,17,465,373,2
4375,17,456,371,2
4392,17,451,377,2
4674,283,358,531,3
4691,17,424,399,2
4708,17,455,324,4
4724,17,448,350,4
