Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,546,902,0
17,17,559,912,0
33,17,607,870,0
50,17,606,933,0
67,17,609,858,0
83,17,614,871,0
100,17,608,872,0
116,17,609,870,0
133,17,611,875,0
150,17,607,872,0
166,17,608,873,0
183,17,611,871,0
200,17,608,877,0
216,17,610,876,0
233,17,609,873,0
250,17,609,869,0
266,17,551,898,0
283,17,558,884,0
299,17,552,890,0
316,17,551,889,0
333,17,549,887,0
349,17,549,893,0
366,17,553,885,0
383,17,552,887,0
399,17,551,887,0
416,17,550,888,0
433,17,547,892,0
449,17,556,948,0
1264,815,603,512,3
1281,17,634,907,0
1298,17,633,695,3
1314,17,599,424,3
1331,17,609,528,3
1347,17,613,542,3
1364,17,615,537,3
1381,17,617,534,3
1397,17,619,552,3
1414,17,579,480,3
1431,17,560,389,2
1447,17,569,433,3
1464,17,558,401,2
1481,17,568,410,2
1497,17,566,400,2
1514,17,562,410,2
1530,17,573,408,2
1547,17,574,406,2
1564,17,570,390,2
1580,17,572,385,2
1597,17,569,392,2
1614,17,574,397,2
1630,17,574,373,2
1647,17,580,381,2
1664,17,575,370,2
1680,17,573,373,2
1697,17,573,370,2
1713,17,586,383,2
1730,17,579,365,2
1747,17,583,373,2
1763,17,579,372,2
1780,17,576,358,4
1797,17,564,376,2
1813,17,475,375,2
1830,17,445,348,4
1846,17,448,355,4
1863,17,446,339,4
1880,17,449,361,4
1896,17,447,361,4
1913,17,451,357,4
1930,17,445,355,4
1946,17,436,355,4
1963,17,431,350,4
1980,17,444,350,4
1996,17,444,342,4
2013,17,430,360,4
2029,17,414,358,0
2046,17,409,343,0
2063,17,413,341,0
2079,17,409,347,0
2096,17,411,352,0
2113,17,409,358,0
2129,17,411,362,0
2146,17,411,330,0
2163,17,408,343,0
2179,17,420,357,4
2196,17,408,341,0
2212,17,414,362,0
2229,17,413,339,0
2246,17,419,358,4
2262,17,466,362,4
2279,17,501,349,4
2296,17,497,356,4
2312,17,507,347,4
2329,17,504,358,4
2346,17,504,360,4
2362,17,504,352,4
2379,17,506,361,4
2395,17,507,350,4
2412,17,509,365,2
2429,17,508,345,4
2445,17,507,361,4
2462,17,510,364,4
2479,17,499,372,2
2495,17,507,353,4
2512,17,510,353,4
2529,17,506,356,4
2545,17,519,372,2
2562,17,512,431,3
2578,17,534,593,3
2595,17,535,752,3
2612,17,547,854,0
2628,17,542,851,0
2645,17,542,864,0
2662,17,546,860,0
2678,17,547,865,0
2695,17,545,858,0
2712,17,549,865,0
2728,17,552,864,0
2745,17,547,864,0
2761,17,543,868,0
2778,17,549,863,0
2795,17,545,862,0
2811,17,547,869,0
2828,17,602,888,0
2845,17,601,882,0
2861,17,598,885,0
2878,17,600,889,0
2894,17,603,889,0
2911,17,605,887,0
2928,17,603,883,0
2944,17,601,888,0
2961,17,604,891,0
2978,17,571,748,3
2994,17,559,607,3
3011,17,535,451,3
3028,17,530,411,2
3044,17,538,404,2
3061,17,535,395,2
3077,17,543,397,2
3094,17,537,399,2
3111,17,537,385,2
3127,17,535,396,2
3144,17,537,397,2
3161,17,541,409,2
3177,17,537,410,2
3194,17,533,410,2
3211,17,534,400,2
3227,17,536,402,2
3244,17,535,398,2
3260,17,535,397,2
3277,17,533,402,2
3294,17,539,403,2
3310,17,539,405,2
3327,17,538,395,2
3344,17,541,400,2
3360,17,543,397,2
3377,17,542,413,2
3394,17,557,354,4
3410,17,565,377,2
3427,17,554,364,4
3443,17,560,356,4
3460,17,563,367,2
3477,17,561,367,2
3493,17,567,369,2
3510,17,559,366,2
3527,17,567,372,2
