Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,549,482,3
17,17,572,371,2
33,17,574,300,4
50,17,581,207,1
67,17,571,322,4
83,17,572,323,4
100,17,563,332,4
116,17,499,387,2
133,17,456,427,3
150,17,480,422,3
166,17,478,439,3
183,17,466,431,3
200,17,460,432,3
216,17,474,435,3
233,17,476,432,3
250,17,468,424,3
266,17,476,423,3
283,17,467,434,3
299,17,473,419,3
316,17,402,520,3
333,17,370,640,3
349,17,334,730,3
366,17,322,795,0
383,17,319,766,3
399,17,323,793,0
416,17,320,761,3
433,17,327,814,0
449,17,317,766,3
466,17,306,790,0
482,17,312,784,0
499,17,324,821,0
516,17,312,843,0
532,17,293,814,0
549,17,269,911,0
566,17,266,883,0
582,17,262,924,0
599,17,261,907,0
615,17,270,904,0
632,17,276,906,0
649,17,268,874,0
665,17,259,900,0
682,17,239,927,0
699,17,273,920,0
715,17,273,904,0
732,17,263,910,0
749,17,264,899,0
765,17,408,929,0
782,17,476,970,0
798,17,496,944,0
815,17,496,940,0
832,17,507,933,0
848,17,507,927,0
865,17,503,945,0
882,17,528,935,0
898,17,537,916,0
915,17,506,947,0
932,17,502,936,0
948,17,535,907,0
965,17,531,915,0
981,17,500,910,0
998,17,530,917,0
1015,17,523,959,0
1031,17,568,915,0
1048,17,583,909,0
1065,17,562,924,0
1081,17,548,937,0
1098,17,538,973,0
1115,17,536,948,0
1131,17,580,918,0
1148,17,552,959,0
1164,17,577,969,0
1181,17,570,919,0
1198,17,581,902,0
1214,17,567,901,0
1231,17,557,621,3
1248,17,547,433,3
1264,17,549,410,2
1281,17,547,394,2
1298,17,541,393,2
1314,17,548,405,2
1331,17,553,406,2
1347,17,562,385,2
1364,17,544,390,2
1381,17,545,386,2
1397,17,552,390,2
1414,17,544,393,2
1431,17,548,368,2
1447,17,549,372,2
1464,17,555,371,2
1481,17,547,375,2
1497,17,551,365,2
1514,17,556,372,2
1530,17,548,365,2
1547,17,546,367,2
1564,17,612,333,4
1580,17,628,339,0
1597,17,623,324,0
1614,17,629,312,0
1630,17,620,318,0
1647,17,623,321,0
1664,17,626,311,0
1680,17,636,321,0
1697,17,614,345,0
1713,17,629,311,0
1730,17,560,350,4
1747,17,618,318,0
1763,17,617,323,0
1780,17,600,329,4
1797,17,510,332,4
1813,17,413,359,0
1830,17,430,362,4
1846,17,431,348,4
1863,17,418,346,4
1880,17,412,367,2
1896,17,412,358,0
1913,17,406,360,0
1930,17,413,346,0
1946,17,355,314,0
1963,17,414,347,0
1980,17,359,307,0
1996,17,400,367,2
2013,17,359,326,0
2029,17,419,361,4
2046,17,415,363,0
2063,17,358,307,0
2096,33,405,361,0
2113,17,420,339,4
2129,17,416,352,4
2146,17,356,303,0
2163,17,358,296,0
2179,17,414,339,0
2196,17,418,354,4
2212,17,488,334,4
2229,17,466,278,0
2246,17,544,310,4
2262,17,540,348,4
2279,17,532,330,4
2296,17,535,339,4
2312,17,542,334,4
2329,17,539,332,4
2346,17,541,333,4
2362,17,543,341,4
2379,17,548,313,4
2395,17,542,334,4
2412,17,536,352,4
2429,17,532,330,4
2445,17,538,319,4
2462,17,543,328,4
2479,17,537,330,4
2495,17,538,313,4
2512,17,547,337,4
2529,17,543,335,4
2545,17,558,333,4
2562,17,553,307,4
2578,17,547,328,4
2595,17,541,315,4
2612,17,541,333,4
2628,17,539,345,4
2645,17,551,320,4
2662,17,538,354,4
2678,17,547,335,4
2695,17,542,337,4
2712,17,548,333,4
2728,17,540,318,4
2745,17,543,341,4
2761,17,546,341,4
2778,17,562,334,4
2795,17,559,321,4
2811,17,556,327,4
2828,17,561,338,4
2845,17,562,332,4
2861,17,564,329,4
2878,17,558,344,4
2894,17,551,324,4
2911,17,555,338,4
2928,17,560,350,4
2944,17,563,334,4
2961,17,556,353,4
2978,17,564,335,4
2994,17,562,338,4
3011,17,562,358,4
3028,17,547,334,4
3044,17,557,359,4
3061,17,564,331,4
3077,17,555,342,4
3094,17,560,341,4
3111,17,567,322,4
3127,17,559,335,4
3144,17,556,358,4
3161,17,566,331,4
3177,17,561,356,4
3194,17,565,347,4
3211,17,562,333,4
3227,17,567,344,4
3244,17,562,371,2
3260,17,565,339,4
3277,17,551,369,2
3294,17,558,357,4
3310,17,571,359,4
3327,17,577,347,4
3344,17,588,337,4
3360,17,593,290,4
3377,17,588,304,4
3394,17,583,320,4
3410,17,589,312,4
3427,17,584,318,4
3443,17,581,313,4
3460,17,586,289,4
3477,17,585,324,4
3493,17,584,321,4
3510,17,573,320,4
3527,17,590,315,4
3543,17,595,328,4
3560,17,584,322,4
3577,17,567,341,4
3593,17,516,316,4
3610,17,503,326,4
3626,17,498,327,4
3643,17,500,325,4
3660,17,501,329,4
3676,17,486,338,4
3693,17,499,333,4
3710,17,504,319,4
3726,17,496,340,4
3743,17,499,330,4
3760,17,504,325,4
3776,17,499,315,4
3793,17,497,340,4
3809,17,498,319,4
3826,17,505,326,4
3843,17,513,317,4
3859,17,563,324,4
3876,17,581,319,4
3893,17,583,330,4
3909,17,590,318,4
3926,17,592,312,4
3943,17,587,343,4
3959,17,581,329,4
3976,17,579,335,4
3992,17,583,330,4
4009,17,588,315,4
4026,17,593,332,4
4042,17,578,318,4
4059,17,591,337,4
4076,17,585,321,4
4092,17,567,334,4
4109,17,540,403,2
4125,17,536,408,2
4142,17,529,417,5
4159,17,533,410,2
4175,17,536,404,2
4192,17,540,404,2
4209,17,537,395,2
4225,17,530,403,2
4242,17,524,418,5
4259,17,529,407,2
4275,17,544,403,2
4292,17,536,429,3
4308,17,538,420,5
4325,17,531,408,2
4342,17,533,416,2
4358,17,533,409,2
4375,17,536,401,2
4392,17,534,412,2
4408,17,530,423,3
4425,17,533,402,2
4442,17,529,436,3
4458,17,550,391,2
4475,17,559,342,4
4491,17,565,356,4
4508,17,566,373,2
4525,17,576,343,4
4541,17,574,347,4
4558,17,570,351,4
4575,17,568,353,4
4591,17,580,352,4
4608,17,566,364,4
4625,17,555,355,4
4641,17,565,374,2
4658,17,569,341,4
4674,17,568,350,4
4691,17,568,357,4
4708,17,587,331,4
4724,17,580,346,4
4741,17,582,351,4
4758,17,577,326,4
4774,17,578,346,4
4791,17,580,350,4
4808,17,578,359,4
4824,17,574,356,4
4841,17,576,343,4
4857,17,572,338,4
4874,17,579,343,4
4891,17,581,344,4
4907,17,578,357,4
4924,17,515,384,2
4941,17,520,430,3
4957,17,516,431,3
4974,17,519,414,2
4991,17,511,422,3
5007,17,519,459,3
5024,17,526,432,3
5040,17,526,428,3
5057,17,531,438,3
5074,17,499,459,3
5090,17,522,433,3
5107,17,527,435,3
5124,17,532,424,3
5140,17,523,440,3
5157,17,524,413,2
5174,17,518,425,3
5190,17,520,430,3
5207,17,521,430,3
5223,17,526,435,3
5240,17,532,401,2
5257,17,529,423,3
5273,17,529,450,3
5290,17,528,437,3
5307,17,528,426,3
5323,17,533,426,3
5340,17,533,394,2
5356,17,529,417,5
5373,17,531,425,3
5390,17,528,433,3
5406,17,532,438,3
5423,17,561,332,4
5440,17,585,343,4
5456,17,582,318,4
5473,17,584,322,4
5490,17,578,318,4
5506,17,572,334,4
5523,17,581,307,4
5539,17,584,328,4
5556,17,582,324,4
5573,17,586,343,4
5589,17,590,331,4
5606,17,579,329,4
5623,17,583,326,4
5639,17,570,346,4
5656,17,564,328,4
5673,17,593,319,4
5689,17,585,322,4
5706,17,570,334,4
5722,17,589,329,4
5739,17,590,311,4
5756,17,586,323,4
5772,17,593,320,4
5789,17,584,321,4
5806,17,588,318,4
5822,17,584,312,4
5839,17,595,339,4
5856,17,588,316,4
5872,17,587,333,4
5889,17,587,317,4
5905,17,585,339,4
5922,17,578,319,4
5939,17,580,337,4
5955,17,577,352,4
5972,17,568,342,4
5989,17,588,336,4
6005,17,586,329,4
6022,17,569,317,4
6039,17,588,338,4
6055,17,587,326,4
6072,17,590,329,4
6088,17,592,333,4
6105,17,589,329,4
6122,17,588,340,4
6138,17,573,335,4
6155,17,576,348,4
6172,17,575,349,4
6188,17,586,319,4
6205,17,586,345,4
6222,17,589,325,4
6238,17,588,333,4
6255,17,569,343,4
6271,17,587,335,4
6288,17,575,337,4
6305,17,588,322,4
6321,17,588,302,4
6338,17,593,335,4
6355,17,584,346,4
6371,17,577,333,4
6388,17,592,309,4
6404,17,581,603,3
6637,233,509,526,3
6654,17,501,373,2
6671,17,521,279,0
6687,17,518,307,4
6704,17,515,326,4
6721,17,515,342,4
6737,17,515,324,4
6754,17,523,322,4
6770,17,538,329,4
6787,17,525,343,4
6804,17,535,338,4
6820,17,532,351,4
6837,17,533,356,4
6854,17,533,355,4
6870,17,531,354,4
6887,17,548,336,4
6904,17,534,341,4
6920,17,537,356,4
6937,17,535,369,2
6953,17,533,349,4
6970,17,531,340,4
6987,17,525,351,4
7003,17,528,348,4
7020,17,536,349,4
7037,17,543,337,4
7053,17,554,317,4
7070,17,542,341,4
7087,17,548,338,4
7103,17,556,318,4
7120,17,555,328,4
7136,17,547,343,4
7153,17,549,345,4
7170,17,547,321,4
7186,17,557,332,4
7203,17,551,334,4
7220,17,530,343,4
7236,17,553,353,4
7253,17,555,330,4
7270,17,560,331,4
7286,17,556,338,4
7303,17,544,343,4
7319,17,548,326,4
7336,17,560,318,4
7353,17,596,289,4
7369,17,601,279,0
7386,17,591,286,0
7403,17,586,296,4
7419,17,595,282,0
7436,17,595,304,4
7453,17,590,302,4
7469,17,590,310,4
7486,17,601,271,0
7502,17,590,263,0
7519,17,592,296,4
7536,17,590,290,4
7552,17,583,312,4
7569,17,593,288,4
7586,17,586,300,4
7602,17,596,276,0
7619,17,586,294,4
7635,17,588,308,4
7652,17,598,284,0
7669,17,592,267,0
7685,17,590,309,4
7702,17,599,275,0
7719,17,584,292,4
7735,17,507,307,4
7752,17,476,298,4
7769,17,473,310,4
7785,17,469,321,4
7802,17,470,308,4
7818,17,489,295,4
7835,17,473,322,4
7852,17,469,303,4
7868,17,474,294,4
7885,17,475,321,4
7902,17,477,309,4
7918,17,465,315,4
7935,17,481,310,4
7952,17,485,325,4
7968,17,466,309,4
7985,17,480,304,4
8001,17,467,291,4
8018,17,489,325,4
8035,17,473,326,4
8051,17,487,322,4
8068,17,504,382,2
8085,17,526,436,3
8101,17,529,420,5
8118,17,548,408,2
8135,17,521,427,3
8151,17,533,424,3
8168,17,528,432,3
8184,17,542,430,3
8201,17,523,439,3
8218,17,542,432,3
8234,17,535,433,3
8251,17,516,443,3
8268,17,543,425,3
8284,17,535,426,3
8301,17,533,439,3
8318,17,539,425,3
8334,17,545,422,3
8351,17,540,411,2
8367,17,539,415,2
8384,17,533,445,3
8401,17,525,427,3
8417,17,531,426,3
8434,17,536,424,3
8451,17,532,424,3
8467,17,542,418,5
8484,17,538,438,3
8501,17,538,376,2
8517,17,541,330,4
8534,17,561,321,4
8550,17,547,314,4
8567,17,552,333,4
8584,17,557,343,4
8600,17,543,326,4
8617,17,551,323,4
8634,17,549,327,4
8650,17,540,329,4
8667,17,542,338,4
8683,17,543,337,4
8700,17,576,326,4
8717,17,580,325,4
8733,17,582,316,4
8750,17,576,322,4
8767,17,566,309,4
8783,17,576,323,4
8800,17,585,319,4
8817,17,578,293,4
8833,17,573,316,4
8850,17,576,325,4
8866,17,580,299,4
8883,17,577,304,4
8900,17,576,304,4
8916,17,578,321,4
8933,17,579,311,4
8950,17,579,306,4
8966,17,577,302,4
8983,17,580,325,4
9000,17,577,316,4
9016,17,584,315,4
9033,17,580,321,4
9049,17,577,316,4
9066,17,577,322,4
9083,17,572,321,4
9099,17,578,302,4
9116,17,578,298,4
9133,17,580,311,4
9149,17,578,313,4
9166,17,571,333,4
9183,17,572,321,4
9199,17,577,333,4
9216,17,577,307,4
9232,17,571,330,4
9249,17,568,322,4
9266,17,572,321,4
9282,17,581,315,4
9299,17,564,353,4
9316,17,575,313,4
9332,17,586,298,4
9349,17,543,306,4
9366,17,516,269,0
9382,17,512,243,1
9399,17,508,270,0
9415,17,510,259,1
9432,17,519,253,1
9482,0,503,271,0
9482,50,503,271,0
9499,17,505,250,1
9515,17,515,267,0
9532,17,517,253,1
9549,17,512,262,0
9565,17,504,240,1
9582,17,504,260,0
9598,17,507,266,0
9615,17,519,268,0
9632,17,503,257,1
9648,17,492,231,1
9665,17,478,254,1
9682,17,491,227,1
9698,17,502,229,1
9715,17,488,223,1
9732,17,490,246,1
9748,17,500,223,1
9765,17,495,227,1
9781,17,505,236,1
9798,17,498,229,1
9815,17,507,208,1
9831,17,500,225,1
9865,33,503,226,1
9881,17,504,233,1
9898,17,503,237,1
9914,17,509,217,1
9931,17,501,228,1
9948,17,486,255,1
9964,17,502,231,1
9981,17,497,235,1
9998,17,502,218,1
10014,17,499,233,1
10031,17,501,224,1
10048,17,519,245,1
10064,17,542,290,4
10081,17,567,317,4
10097,17,540,293,4
10114,17,561,307,4
10131,17,553,304,4
10147,17,547,320,4
10164,17,550,324,4
10181,17,559,307,4
10197,17,558,305,4
10214,17,560,306,4
10231,17,549,327,4
10247,17,559,311,4
10264,17,556,301,4
10280,17,549,323,4
10297,17,557,317,4
10314,17,532,367,2
10330,17,530,381,2
10347,17,529,386,2
10364,17,531,365,2
10380,17,528,381,2
10397,17,529,388,2
10414,17,515,395,2
10430,17,533,396,2
10447,17,524,384,2
10463,17,526,369,2
10480,17,656,429,3
10497,17,724,497,3
10613,116,1025,899,0
10630,17,1038,895,0
10646,17,1018,856,0
10663,17,993,899,0
10680,17,1014,837,0
10696,17,1019,829,0
10713,17,997,839,0
10730,17,1019,819,0
10746,17,949,868,0
10763,17,1011,834,0
10780,17,1045,777,0
10796,17,1084,756,0
10813,17,1066,768,0
10829,17,1069,757,0
10846,17,1075,768,0
10863,17,1061,768,0
10879,17,1070,767,0
10896,17,1065,766,0
10913,17,1077,770,0
10929,17,1093,759,0
10946,17,1057,810,0
10962,17,1075,778,0
10979,17,1146,861,0
11129,150,470,614,3
11145,17,496,397,2
11162,17,517,389,2
11179,17,503,400,2
11195,17,499,395,2
11212,17,508,400,2
11229,17,503,387,2
11245,17,500,394,2
11262,17,510,386,2
11279,17,515,398,2
11295,17,494,399,2
11312,17,496,405,2
11328,17,496,423,3
11345,17,484,411,2
11362,17,539,380,2
11378,17,562,349,4
11395,17,570,343,4
11412,17,566,331,4
11428,17,582,306,4
11445,17,574,332,4
11462,17,578,321,4
11478,17,589,320,4
11495,17,575,312,4
11511,17,584,313,4
11528,17,586,309,4
11545,17,580,314,4
11561,17,563,491,3
11578,17,565,625,3
11927,349,504,499,3
11944,17,546,303,4
11961,17,534,303,4
11977,17,541,279,0
11994,17,538,289,4
12011,17,539,263,0
12027,17,549,287,0
12044,17,546,288,4
12060,17,542,298,4
12077,17,543,277,0
12094,17,542,295,4
12110,17,560,308,4
12127,17,584,293,4
12144,17,590,313,4
12160,17,577,310,4
12177,17,590,298,4
12193,17,596,314,4
12210,17,574,297,4
12227,17,573,294,4
12243,17,584,289,4
12260,17,585,308,4
12277,17,581,294,4
12293,17,586,303,4
12310,17,584,304,4
12327,17,586,284,0
12343,17,597,298,4
12360,17,526,326,4
12376,17,493,336,4
12393,17,490,409,2
12410,17,488,403,2
12426,17,495,533,3
12676,250,495,455,3
12693,17,494,614,3
12709,17,521,407,2
12726,17,530,394,2
12742,17,544,344,4
12759,17,519,379,2
12776,17,532,377,2
12792,17,528,403,2
12809,17,537,389,2
12826,17,542,369,2
12842,17,582,318,4
12859,17,600,280,0
12876,17,608,275,0
12892,17,599,281,0
12909,17,597,271,0
12925,17,599,279,0
12942,17,605,280,0
12959,17,601,282,0
12975,17,615,290,0
12992,17,597,287,0
13009,17,601,302,4
13025,17,593,304,4
13042,17,598,275,0
13059,17,590,290,4
13075,17,596,287,0
13092,17,586,292,4
13108,17,603,295,4
13125,17,593,283,0
13142,17,595,298,4
13158,17,593,297,4
13175,17,596,286,0
13192,17,597,280,0
13208,17,595,295,4
13225,17,600,297,4
13241,17,595,287,0
13258,17,607,268,0
13275,17,607,277,0
13291,17,560,309,4
13308,17,496,310,4
13325,17,484,310,4
13341,17,488,306,4
13358,17,473,326,4
13375,17,474,313,4
13391,17,478,330,4
13408,17,478,295,4
13424,17,484,309,4
13441,17,471,331,4
13458,17,479,304,4
13474,17,478,317,4
13491,17,481,301,4
13508,17,475,302,4
13524,17,475,330,4
13541,17,485,301,4
13558,17,489,312,4
13574,17,554,312,4
13591,17,589,316,4
13607,17,595,289,4
13624,17,592,296,4
13641,17,595,286,0
13657,17,591,300,4
13674,17,588,313,4
13691,17,595,285,0
13707,17,590,310,4
13724,17,588,292,4
13741,17,591,285,0
13757,17,593,285,0
13774,17,593,295,4
13790,17,588,292,4
13807,17,600,291,4
13824,17,605,288,4
13840,17,592,286,0
13857,17,588,293,4
13874,17,593,290,4
13890,17,588,295,4
13907,17,590,311,4
13924,17,609,278,0
13940,17,589,301,4
13957,17,591,299,4
13973,17,582,299,4
13990,17,599,299,4
14007,17,595,296,4
14023,17,586,321,4
14040,17,593,298,4
14057,17,596,292,4
14073,17,600,296,4
14090,17,592,276,0
14107,17,583,306,4
14123,17,563,313,4
