Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,362,937,0
17,17,373,930,0
33,17,413,931,0
50,17,462,932,0
67,17,476,928,0
83,17,484,947,0
100,17,469,821,0
116,17,476,863,0
133,17,483,943,0
150,17,476,936,0
166,17,458,909,0
183,17,486,954,0
200,17,457,930,0
216,17,481,966,0
233,17,495,937,0
250,17,461,914,0
266,17,495,929,0
283,17,474,920,0
299,17,473,919,0
316,17,465,925,0
333,17,540,891,0
349,17,467,923,0
366,17,481,905,0
383,17,468,906,0
399,17,466,927,0
416,17,541,883,0
433,17,467,945,0
449,17,483,941,0
466,17,471,915,0
482,17,490,946,0
499,17,464,907,0
516,17,463,946,0
532,17,465,913,0
566,33,464,915,0
566,0,464,915,0
582,17,492,935,0
599,17,466,931,0
615,17,472,941,0
632,17,469,920,0
649,17,463,931,0
665,17,494,938,0
682,17,473,930,0
699,17,474,920,0
715,17,467,908,0
732,17,478,937,0
749,17,481,926,0
765,17,474,941,0
782,17,473,933,0
798,17,495,942,0
815,17,472,927,0
832,17,472,923,0
848,17,466,909,0
865,17,471,920,0
882,17,483,955,0
898,17,478,933,0
915,17,473,943,0
932,17,483,944,0
948,17,477,936,0
965,17,477,941,0
981,17,475,935,0
998,17,475,943,0
1015,17,474,942,0
1031,17,472,943,0
1048,17,484,934,0
1065,17,474,937,0
1081,17,475,940,0
1098,17,481,946,0
1115,17,473,941,0
1131,17,475,951,0
1148,17,479,933,0
1164,17,480,958,0
1198,33,398,619,3
1298,100,430,900,0
1314,17,473,885,0
1331,17,438,827,0
1347,17,429,714,3
1364,17,433,646,3
1397,33,449,545,3
1414,17,527,483,3
1431,17,542,327,4
1447,17,538,330,4
1464,17,535,384,2
1481,17,538,371,2
1497,17,541,361,4
1514,17,532,344,4
1530,17,539,355,4
1547,17,535,348,4
1564,17,533,330,4
1580,17,535,342,4
1597,17,538,322,4
1614,17,535,329,4
1630,17,538,340,4
1647,17,539,314,4
1664,17,532,335,4
1680,17,539,343,4
1697,17,541,336,4
1713,17,538,326,4
1730,17,532,331,4
1747,17,538,317,4
1763,17,540,320,4
1780,17,541,331,4
1797,17,536,303,4
1813,17,539,309,4
1830,17,535,288,4
1846,17,537,304,4
1863,17,541,257,1
1880,17,542,321,4
1896,17,507,137,1
1913,17,495,25,0
1930,17,495,0,0
2678,749,189,80,0
2695,17,359,286,0
2712,17,477,358,4
2728,17,456,365,2
2745,17,459,363,4
2761,17,467,353,4
2778,17,493,358,4
2795,17,486,360,4
2811,17,466,377,2
2828,17,488,361,4
2845,17,530,384,2
2861,17,559,375,2
2878,17,554,345,4
