Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,511,348,4
17,17,517,356,4
33,17,517,361,4
50,17,513,359,4
67,17,508,373,2
83,17,516,379,2
100,17,514,382,2
116,17,513,373,2
133,17,514,394,2
150,17,517,376,2
166,17,512,358,4
183,17,507,387,2
200,17,506,383,2
216,17,505,389,2
233,17,500,398,2
250,17,501,369,2
266,17,511,384,2
283,17,499,378,2
299,17,493,392,2
316,17,517,407,2
333,17,495,397,2
349,17,497,391,2
366,17,491,403,2
383,17,496,406,2
399,17,511,386,2
416,17,498,394,2
433,17,493,388,2
449,17,505,384,2
466,17,504,375,2
482,17,503,384,2
499,17,503,391,2
516,17,505,399,2
532,17,508,400,2
549,17,493,399,2
566,17,507,423,3
582,17,501,418,5
599,17,501,419,5
615,17,503,406,2
632,17,506,414,2
649,17,501,394,2
665,17,500,403,2
682,17,500,389,2
699,17,433,410,2
715,17,398,403,2
732,17,415,392,2
749,17,420,395,2
765,17,411,382,2
782,17,413,401,2
798,17,421,392,2
815,17,416,411,2
832,17,410,393,2
848,17,412,397,2
865,17,410,405,2
882,17,415,403,2
898,17,413,391,2
915,17,414,382,2
932,17,414,399,2
948,17,413,400,2
965,17,412,408,2
981,17,414,413,2
998,17,416,395,2
1015,17,412,394,2
1031,17,414,395,2
1048,17,420,394,2
1065,17,416,373,2
1081,17,405,701,3
1231,150,619,536,3
1248,17,633,349,0
1264,17,637,256,1
1281,17,634,177,1
1298,17,632,253,1
1314,17,625,302,0
1331,17,622,321,0
1347,17,631,340,0
1364,17,634,316,0
1381,17,636,331,0
1397,17,641,324,0
1414,17,641,339,0
1431,17,647,338,0
1447,17,558,407,2
1464,17,527,370,2
1481,17,526,370,2
1497,17,526,384,2
1514,17,529,392,2
1530,17,529,380,2
1547,17,532,387,2
1564,17,536,385,2
1580,17,539,355,4
1597,17,541,348,4
1614,17,537,386,2
1630,17,527,362,4
1647,17,474,382,2
1664,17,476,384,2
1680,17,477,367,2
1697,17,478,384,2
1713,17,480,395,2
1730,17,475,373,2
1747,17,480,361,4
1763,17,482,394,2
1780,17,480,383,2
1797,17,481,343,4
1813,17,482,371,2
1830,17,482,360,4
1863,33,491,352,4
1880,17,478,354,4
1896,17,484,358,4
1913,17,492,373,2
1930,17,588,303,4
1946,17,578,767,0
2063,116,553,561,3
2079,17,689,201,1
2096,17,665,226,1
2113,17,665,303,0
2129,17,672,298,0
2146,17,675,310,0
2163,17,669,317,0
2179,17,669,330,0
2196,17,667,296,0
2212,17,676,305,0
2229,17,663,325,0
2246,17,662,331,0
2262,17,665,314,0
2279,17,667,321,0
2296,17,677,321,0
2312,17,677,313,0
2329,17,627,303,0
2346,17,568,324,4
2362,17,567,335,4
2379,17,567,314,4
2395,17,566,312,4
2412,17,558,315,4
2429,17,563,345,4
2445,17,559,333,4
2462,17,565,329,4
2479,17,563,310,4
2495,17,557,330,4
2512,17,552,329,4
2529,17,559,344,4
2545,17,564,331,4
2562,17,551,341,4
2578,17,560,332,4
2595,17,566,331,4
2612,17,566,328,4
2628,17,557,330,4
2645,17,555,351,4
2662,17,564,323,4
2678,17,566,335,4
2695,17,558,338,4
2712,17,564,339,4
2728,17,558,346,4
2745,17,562,347,4
2761,17,558,348,4
2778,17,547,358,4
2795,17,560,351,4
2811,17,544,373,2
2828,17,548,361,4
2845,17,551,346,4
2861,17,552,351,4
2878,17,543,349,4
2894,17,545,337,4
2911,17,547,337,4
2928,17,551,356,4
2944,17,546,372,2
2961,17,552,355,4
2978,17,547,377,2
2994,17,550,372,2
3011,17,545,375,2
3028,17,549,368,2
3044,17,543,366,2
3061,17,546,370,2
3077,17,550,342,4
3094,17,548,363,4
3111,17,543,375,2
3127,17,546,366,2
3144,17,548,355,4
3161,17,547,378,2
3177,17,547,371,2
3194,17,546,371,2
3211,17,544,366,2
