Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,469,938,0
17,17,475,939,0
33,17,471,939,0
50,17,476,936,0
67,17,472,939,0
83,17,477,938,0
100,17,471,935,0
116,17,473,937,0
133,17,489,959,0
150,17,460,984,0
166,17,451,996,0
183,17,530,909,0
200,17,526,911,0
216,17,525,881,0
233,17,472,961,0
250,17,554,908,0
665,416,518,974,0
682,17,549,893,0
699,17,515,819,0
715,17,510,886,0
732,17,517,876,0
749,17,517,903,0
765,17,514,908,0
782,17,521,907,0
798,17,519,907,0
815,17,516,910,0
832,17,515,910,0
848,17,514,908,0
865,17,517,698,3
882,17,512,715,3
898,17,510,849,0
915,17,511,961,0
932,17,500,958,0
948,17,483,968,0
965,17,459,996,0
981,17,428,893,0
998,17,510,851,0
1015,17,454,916,0
1031,17,515,906,0
1048,17,468,879,0
1065,17,425,987,0
1081,17,488,970,0
1098,17,513,872,0
1115,17,443,915,0
1131,17,535,896,0
1148,17,516,840,0
1164,17,511,862,0
1181,17,500,1017,0
1198,17,485,880,0
1214,17,512,883,0
1248,33,513,936,0
1514,266,426,289,4
1530,17,425,124,0
1547,17,445,28,0
1564,17,445,329,4
1580,17,449,337,4
1597,17,450,327,4
1614,17,453,334,4
1630,17,456,342,4
1647,17,455,347,4
1664,17,450,341,4
1680,17,457,349,4
1697,17,411,355,0
1713,17,407,361,0
1730,17,406,341,0
1747,17,408,350,0
1763,17,407,335,0
1780,17,405,358,0
1797,17,408,354,0
1813,17,404,355,0
1830,17,404,330,0
1846,17,410,344,0
1863,17,400,349,0
1880,17,386,344,0
1896,17,388,335,0
1913,17,389,350,0
1930,17,387,341,0
1946,17,391,340,0
1963,17,390,352,0
1980,17,400,335,0
1996,17,386,338,0
2013,17,389,331,0
2029,17,392,334,0
2046,17,399,344,0
2063,17,384,357,0
2079,17,399,342,0
2096,17,390,336,0
2113,17,394,328,0
2129,17,381,329,0
2146,17,389,302,0
2279,133,398,269,0
2296,17,437,345,4
2312,17,435,348,4
2329,17,402,344,0
2346,17,439,371,2
2362,17,437,380,2
2379,17,437,343,4
2395,17,405,329,0
2412,17,465,324,4
2429,17,478,334,4
2445,17,528,355,4
2462,17,482,316,4
2479,17,517,344,4
2495,17,523,361,4
2512,17,518,367,2
2529,17,523,383,2
2545,17,521,373,2
2562,17,524,385,2
2578,17,510,372,2
2595,17,529,375,2
2612,17,523,377,2
2628,17,529,374,2
2645,17,523,357,4
2662,17,520,365,2
2678,17,522,384,2
2695,17,520,364,4
2712,17,520,378,2
2728,17,524,378,2
2745,17,521,377,2
2761,17,521,384,2
2778,17,521,378,2
2795,17,518,378,2
2811,17,525,384,2
2828,17,522,357,4
2845,17,519,387,2
2861,17,522,387,2
2878,17,527,389,2
2894,17,536,363,4
2911,17,534,383,2
2928,17,532,379,2
2944,17,504,343,4
2961,17,535,362,4
2978,17,536,372,2
2994,17,531,395,2
3011,17,534,384,2
3028,17,538,378,2
3044,17,533,381,2
3061,17,534,372,2
3077,17,532,370,2
3094,17,530,375,2
3111,17,533,393,2
3127,17,534,385,2
3144,17,535,379,2
3161,17,538,393,2
3177,17,536,385,2
3194,17,534,380,2
3211,17,532,384,2
3227,17,534,395,2
3244,17,536,392,2
3260,17,532,384,2
3277,17,537,392,2
3294,17,536,391,2
3310,17,536,363,4
3327,17,532,371,2
3344,17,576,351,4
3360,17,585,350,4
3377,17,581,346,4
3394,17,581,345,4
3410,17,578,358,4
3427,17,572,371,2
3443,17,579,360,4
3460,17,575,378,2
3477,17,574,336,4
3493,17,576,363,4
3510,17,580,334,4
3527,17,577,363,4
3543,17,573,358,4
3560,17,572,589,3
3693,133,439,421,3
3710,17,518,395,2
3726,17,524,102,0
3743,17,529,406,2
3760,17,529,416,2
3776,17,519,394,2
3793,17,524,417,5
3809,17,518,419,5
3826,17,522,400,2
3843,17,528,390,2
3859,17,526,406,2
3876,17,520,404,2
3893,17,528,412,2
3909,17,539,438,3
3926,17,538,418,5
3943,17,536,423,3
3959,17,541,411,2
3976,17,539,427,3
3992,17,540,432,3
4009,17,538,427,3
4026,17,533,429,3
4042,17,538,419,5
4059,17,455,435,3
4076,17,356,404,2
4092,17,286,400,2
4109,17,299,398,2
4125,17,299,371,2
4142,17,302,382,2
4159,17,297,385,2
4175,17,293,395,2
4192,17,295,395,2
4209,17,298,389,2
4225,17,299,405,2
4242,17,299,395,2
4259,17,338,345,0
4275,17,405,290,0
4292,17,446,268,0
4308,17,437,273,0
4325,17,434,265,0
4342,17,434,259,1
4358,17,439,278,0
4375,17,436,270,0
4392,17,437,275,0
4408,17,433,255,1
4425,17,438,241,1
4442,17,438,265,0
4458,17,440,268,0
4475,17,436,246,1
4491,17,435,260,0
4508,17,434,249,1
4525,17,438,256,1
4541,17,437,267,0
4558,17,486,266,0
4575,17,530,272,0
4591,17,589,255,1
4608,17,569,258,1
4625,17,578,260,0
4641,17,578,260,0
4658,17,584,266,0
4674,17,579,268,0
4691,17,577,272,0
4708,17,578,238,1
4724,17,578,279,0
4741,17,580,266,0
4758,17,576,272,0
4774,17,609,260,0
4791,17,623,258,1
4808,17,625,218,1
4824,17,621,246,1
4841,17,626,243,1
4857,17,627,241,1
4874,17,625,247,1
4891,17,627,246,1
4907,17,626,220,1
4924,17,623,237,1
4941,17,621,237,1
4957,17,623,247,1
4974,17,594,263,0
4991,17,475,308,4
5007,17,379,340,0
5024,17,323,348,0
5040,17,329,375,2
5057,17,331,384,2
5074,17,327,350,0
5090,17,327,351,0
5107,17,327,345,0
5124,17,329,373,2
5140,17,328,371,2
5157,17,327,350,0
5174,17,303,361,0
5190,17,279,369,2
5207,17,293,383,2
5223,17,286,382,2
5240,17,284,390,2
5257,17,285,364,0
5273,17,270,372,2
5290,17,281,364,0
5307,17,285,382,2
5323,17,278,386,2
5340,17,277,368,2
5356,17,279,377,2
5373,17,282,367,2
5390,17,273,370,2
5406,17,284,376,2
5423,17,269,372,2
5440,17,280,373,2
5456,17,285,382,2
5473,17,280,360,0
5490,17,294,372,2
5506,17,297,357,0
5523,17,293,352,0
5539,17,297,338,0
5556,17,294,352,0
5573,17,290,360,0
5589,17,294,341,0
5606,17,304,354,0
5623,17,290,340,0
5639,17,294,352,0
5656,17,291,376,2
5673,17,422,376,2
5689,17,505,354,4
5706,17,490,377,2
5722,17,508,370,2
5739,17,503,369,2
5756,17,501,368,2
5772,17,506,356,4
5789,17,504,348,4
5806,17,512,358,4
5822,17,499,361,4
5839,17,500,351,4
5856,17,576,359,4
5872,17,587,364,4
5889,17,585,353,4
5905,17,584,347,4
5922,17,586,342,4
5939,17,581,354,4
5955,17,583,361,4
5972,17,590,370,2
5989,17,586,348,4
6005,17,586,343,4
6022,17,581,358,4
6039,17,582,351,4
6055,17,588,363,4
6072,17,583,354,4
6088,17,589,351,4
6105,17,584,365,2
6122,17,586,351,4
6138,17,570,355,4
6155,17,582,341,4
6172,17,580,348,4
6188,17,580,347,4
6205,17,583,362,4
6222,17,582,342,4
6238,17,572,356,4
6255,17,578,336,4
6271,17,576,348,4
6288,17,580,347,4
6305,17,525,386,2
6321,17,523,378,2
6338,17,522,366,2
6355,17,533,380,2
6371,17,520,386,2
6388,17,524,370,2
6404,17,522,389,2
6421,17,523,388,2
6438,17,521,387,2
6454,17,525,388,2
6471,17,512,388,2
6488,17,530,379,2
6504,17,524,378,2
6521,17,527,376,2
6538,17,525,376,2
6554,17,526,377,2
6571,17,526,378,2
6587,17,525,383,2
6604,17,518,374,2
6621,17,522,385,2
6637,17,522,381,2
6654,17,527,379,2
6671,17,524,382,2
6687,17,524,390,2
6704,17,517,381,2
6721,17,520,375,2
6870,150,540,588,3
6887,17,528,112,0
6904,17,523,382,2
6920,17,529,397,2
6937,17,519,400,2
6953,17,527,393,2
6970,17,514,404,2
6987,17,517,408,2
7003,17,529,406,2
7020,17,524,398,2
7037,17,524,398,2
7053,17,523,393,2
7070,17,522,398,2
7087,17,513,404,2
7103,17,527,387,2
