Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,604,784,0
17,17,601,807,0
33,17,597,833,0
50,17,605,818,0
67,17,600,835,0
83,17,598,813,0
100,17,598,833,0
116,17,597,811,0
133,17,601,823,0
150,17,601,826,0
166,17,600,814,0
183,17,599,835,0
200,17,598,821,0
216,17,603,824,0
233,17,599,822,0
250,17,606,820,0
266,17,606,819,0
283,17,662,828,0
299,17,609,824,0
316,17,607,824,0
333,17,609,818,0
349,17,608,822,0
366,17,610,827,0
383,17,613,822,0
399,17,622,835,0
416,17,616,824,0
433,17,616,827,0
449,17,615,822,0
466,17,618,832,0
482,17,621,828,0
499,17,621,819,0
516,17,619,823,0
532,17,625,828,0
549,17,629,820,0
566,17,624,822,0
582,17,619,829,0
599,17,624,822,0
615,17,627,821,0
632,17,633,824,0
649,17,632,815,0
665,17,628,825,0
682,17,639,812,0
699,17,732,975,0
715,17,777,816,0
732,17,792,803,0
749,17,801,798,0
765,17,740,1002,0
782,17,783,990,0
798,17,906,815,0
815,17,767,993,0
832,17,887,817,0
848,17,746,999,0
865,17,869,823,0
882,17,820,809,0
898,17,812,811,0
915,17,891,829,0
932,17,819,807,0
948,17,814,813,0
965,17,885,826,0
981,17,821,814,0
998,17,812,813,0
1015,17,810,814,0
1031,17,813,816,0
1048,17,817,811,0
1065,17,829,813,0
1081,17,813,814,0
1098,17,818,812,0
1115,17,814,815,0
1131,17,839,816,0
1148,17,949,757,3
1164,17,1029,816,0
1181,17,1022,813,0
1198,17,1016,810,0
1214,17,936,951,0
1231,17,924,947,0
1248,17,911,942,0
1264,17,893,937,0
1281,17,880,934,0
1298,17,874,936,0
1314,17,971,914,0
1331,17,863,943,0
1347,17,876,952,0
1364,17,911,914,0
1547,183,652,546,3
1564,17,607,433,3
1580,17,581,498,3
1597,17,605,471,3
1614,17,589,466,3
1630,17,583,463,3
1647,17,582,484,3
1664,17,581,464,3
1680,17,581,466,3
1697,17,578,462,3
1713,17,572,475,3
1730,17,555,444,3
1747,17,507,406,2
1763,17,506,401,2
1780,17,503,395,2
1797,17,498,389,2
1813,17,497,393,2
1830,17,494,381,2
1846,17,506,382,2
1863,17,496,390,2
1880,17,493,393,2
1896,17,497,380,2
1913,17,497,392,2
1930,17,494,380,2
1946,17,504,397,2
1963,17,497,392,2
1980,17,455,362,4
1996,17,405,349,0
2013,17,398,346,0
2029,17,398,360,0
2046,17,395,347,0
2063,17,400,330,0
2079,17,405,352,0
2096,17,395,349,0
2113,17,398,338,0
2129,17,399,354,0
2146,17,400,348,0
2163,17,399,343,0
2179,17,402,354,0
2196,17,393,338,0
2212,17,394,343,0
2229,17,398,337,0
2246,17,399,343,0
2262,17,403,344,0
2279,17,403,334,0
2296,17,397,341,0
2312,17,446,352,4
2329,17,466,363,4
2346,17,463,366,2
2362,17,463,356,4
2379,17,466,357,4
2395,17,463,350,4
2412,17,464,351,4
2429,17,463,364,4
2445,17,460,354,4
2462,17,462,350,4
2479,17,464,355,4
2495,17,464,359,4
2512,17,465,356,4
2529,17,467,363,4
2545,17,462,356,4
2562,17,468,357,4
2578,17,465,363,4
2595,17,465,354,4
2612,17,466,362,4
2628,17,470,377,2
2645,17,475,370,2
2662,17,467,369,2
2678,17,466,355,4
2695,17,477,365,2
2712,17,468,369,2
2728,17,467,372,2
2745,17,465,363,4
2761,17,469,363,4
2778,17,471,369,2
2795,17,474,376,2
2811,17,468,368,2
2828,17,467,370,2
2845,17,480,378,2
2861,17,470,371,2
2878,17,471,374,2
2894,17,469,364,4
2911,17,469,379,2
2928,17,471,376,2
2944,17,471,369,2
2961,17,473,382,2
2978,17,472,378,2
2994,17,475,375,2
3011,17,476,378,2
3028,17,478,368,2
3044,17,472,376,2
3061,17,474,378,2
3077,17,477,373,2
3094,17,472,376,2
3111,17,470,371,2
3127,17,476,370,2
3144,17,479,376,2
3161,17,482,379,2
3177,17,473,377,2
3194,17,483,372,2
3211,17,475,384,2
3227,17,471,386,2
3260,33,472,384,2
3277,17,481,376,2
3294,17,472,381,2
3310,17,474,381,2
3327,17,473,390,2
3344,17,471,382,2
3360,17,473,388,2
3377,17,475,382,2
3394,17,465,392,2
3410,17,469,424,3
3427,17,465,410,2
3443,17,464,429,3
3460,17,461,416,2
3477,17,462,420,3
3493,17,460,419,3
3510,17,467,422,3
3527,17,463,427,3
3543,17,459,416,2
3560,17,465,411,2
3577,17,464,423,3
3593,17,466,427,3
3610,17,463,429,3
3626,17,466,417,2
3643,17,464,424,3
3660,17,463,421,3
3676,17,466,432,3
3693,17,469,432,3
3710,17,467,417,2
3726,17,469,433,3
3743,17,467,430,3
3760,17,465,428,3
3776,17,466,425,3
3809,33,468,420,3
3826,17,467,414,2
3843,17,470,425,3
3859,17,470,422,3
3876,17,471,420,3
3893,17,468,411,2
3909,17,468,419,3
3926,17,472,418,3
3943,17,469,432,3
3959,17,471,423,3
3976,17,469,426,3
3992,17,467,402,2
4009,17,469,418,3
4026,17,468,411,2
4042,17,469,413,2
4059,17,469,416,2
4076,17,472,423,3
4092,17,469,411,2
4109,17,469,426,3
4125,17,469,422,3
4142,17,470,409,2
4159,17,469,409,2
4175,17,469,418,3
4192,17,470,427,3
4209,17,473,421,3
4225,17,469,416,2
4242,17,472,421,3
4259,17,467,425,3
4275,17,473,423,3
4292,17,469,414,2
4308,17,471,435,3
4325,17,472,427,3
4342,17,476,422,3
4358,17,478,419,3
4375,17,484,427,3
4392,17,489,433,3
4408,17,494,454,3
4425,17,500,476,3
4442,17,489,468,3
4458,17,488,469,3
4475,17,496,471,3
4491,17,498,472,3
4508,17,497,468,3
4525,17,494,468,3
4541,17,494,473,3
4558,17,499,464,3
4575,17,502,481,3
4591,17,494,471,3
4608,17,549,577,3
4625,17,584,699,3
4641,17,592,818,0
4658,17,569,855,0
4674,17,574,866,0
4691,17,586,846,0
4708,17,588,839,0
4724,17,580,862,0
4741,17,584,850,0
4758,17,590,859,0
4774,17,523,928,0
4791,17,583,850,0
4808,17,590,843,0
4824,17,589,856,0
4841,17,588,856,0
4857,17,586,842,0
4874,17,587,857,0
4891,17,591,861,0
4907,17,590,847,0
4924,17,586,846,0
4941,17,587,852,0
4957,17,578,722,3
4974,17,556,620,3
4991,17,522,512,3
5007,17,509,496,3
5024,17,508,492,3
5040,17,506,498,3
5057,17,503,491,3
5074,17,506,497,3
5090,17,508,496,3
5107,17,507,494,3
5124,17,504,494,3
5140,17,505,503,3
5157,17,505,490,3
5174,17,505,507,3
5190,17,505,507,3
5207,17,507,499,3
5223,17,501,501,3
5240,17,506,505,3
5257,17,503,496,3
5273,17,507,498,3
5290,17,504,488,3
5307,17,506,501,3
5323,17,515,500,3
5340,17,502,498,3
5356,17,504,507,3
5373,17,501,500,3
5390,17,504,502,3
5406,17,504,503,3
5423,17,500,497,3
5440,17,506,494,3
5456,17,503,495,3
5473,17,506,501,3
5490,17,508,503,3
5506,17,507,497,3
5523,17,510,495,3
5539,17,506,496,3
5556,17,506,512,3
5573,17,501,498,3
5589,17,509,500,3
5606,17,501,500,3
5623,17,506,497,3
5639,17,503,491,3
5656,17,507,496,3
5673,17,504,508,3
5689,17,510,505,3
5706,17,500,497,3
5722,17,507,493,3
5739,17,512,493,3
5756,17,506,485,3
5772,17,509,506,3
5789,17,508,492,3
5806,17,510,502,3
5822,17,506,490,3
5839,17,510,493,3
5856,17,512,491,3
5872,17,508,483,3
5889,17,508,489,3
5905,17,511,487,3
5922,17,508,491,3
5939,17,512,491,3
5955,17,511,494,3
5972,17,516,502,3
5989,17,512,503,3
6005,17,513,495,3
6022,17,513,495,3
6039,17,509,490,3
6055,17,512,490,3
6072,17,510,501,3
6088,17,515,498,3
6105,17,515,498,3
6122,17,513,494,3
6138,17,511,508,3
6155,17,512,498,3
6172,17,530,499,3
6188,17,566,501,3
6205,17,557,487,3
6222,17,561,483,3
6238,17,559,487,3
6255,17,559,490,3
6271,17,557,491,3
6288,17,557,492,3
6305,17,559,485,3
6321,17,556,483,3
6338,17,556,483,3
6355,17,488,428,3
6371,17,487,432,3
6388,17,486,432,3
