Time (ms),Timegap (ms),Gaze X,Gaze Y,AOI
0,0,422,906,0
17,17,423,936,0
33,17,425,949,0
50,17,426,925,0
67,17,425,950,0
83,17,426,904,0
100,17,409,1058,0
116,17,366,1032,0
133,17,427,926,0
150,17,395,1016,0
166,17,426,923,0
183,17,424,951,0
200,17,423,929,0
216,17,421,959,0
233,17,424,923,0
250,17,421,875,0
266,17,359,992,0
283,17,422,948,0
299,17,432,901,0
316,17,425,925,0
333,17,433,914,0
349,17,327,954,0
366,17,428,879,0
383,17,411,1031,0
399,17,431,944,0
416,17,429,940,0
433,17,411,1061,0
449,17,427,888,0
466,17,432,914,0
482,17,430,924,0
499,17,427,923,0
516,17,427,925,0
532,17,429,905,0
549,17,433,933,0
566,17,426,893,0
582,17,427,896,0
599,17,432,950,0
615,17,429,925,0
632,17,432,929,0
649,17,423,935,0
665,17,374,967,0
682,17,432,902,0
699,17,409,937,0
715,17,420,937,0
732,17,425,945,0
749,17,418,946,0
765,17,420,958,0
782,17,425,946,0
798,17,425,947,0
815,17,424,912,0
832,17,384,1040,0
848,17,416,939,0
865,17,422,945,0
882,17,431,924,0
898,17,427,910,0
915,17,417,953,0
932,17,431,925,0
948,17,372,1024,0
965,17,427,911,0
981,17,417,937,0
998,17,426,930,0
1015,17,375,1058,0
1031,17,422,955,0
1048,17,418,952,0
1065,17,341,990,0
1081,17,422,920,0
1098,17,427,929,0
1115,17,425,908,0
1131,17,394,941,0
1148,17,403,900,0
1164,17,398,926,0
1181,17,403,925,0
1198,17,401,908,0
1214,17,401,933,0
1231,17,333,985,0
1248,17,406,943,0
1264,17,397,932,0
1281,17,397,929,0
1298,17,356,1065,0
1314,17,368,1069,0
1331,17,402,940,0
1347,17,306,950,0
1381,33,339,968,0
1397,17,349,973,0
1414,17,437,842,0
1431,17,531,765,3
1447,17,541,530,3
1464,17,546,455,3
1481,17,548,501,3
1497,17,551,515,3
1514,17,557,515,3
1530,17,555,503,3
1547,17,553,501,3
1564,17,555,504,3
1580,17,566,498,3
1597,17,551,500,3
1614,17,583,398,2
1630,17,583,388,2
1647,17,572,392,2
1664,17,578,381,2
1680,17,600,383,2
1697,17,575,386,2
1713,17,584,375,2
1730,17,593,364,4
1747,17,590,375,2
1763,17,591,367,2
1780,17,617,347,0
1797,17,619,351,0
1813,17,619,351,0
1830,17,622,325,0
1846,17,618,376,2
1863,17,623,352,0
1880,17,610,377,2
1896,17,611,364,4
1913,17,617,359,0
1930,17,617,345,0
1946,17,621,302,0
1963,17,624,341,0
1980,17,626,424,3
2113,133,668,620,3
2129,17,642,532,3
2146,17,625,394,2
2163,17,629,291,0
2179,17,631,234,1
2196,17,444,444,3
2212,17,633,278,0
2229,17,638,330,0
2246,17,628,317,0
2262,17,630,328,0
2279,17,622,330,0
2296,17,635,331,0
2312,17,630,321,0
2329,17,633,342,0
2346,17,627,334,0
2362,17,629,327,0
2379,17,619,336,0
2395,17,571,358,4
2412,17,563,372,2
2429,17,559,360,4
2445,17,563,359,4
2462,17,556,366,2
2479,17,561,364,4
2495,17,563,351,4
2512,17,558,369,2
2529,17,560,358,4
2545,17,559,368,2
2562,17,555,371,2
2578,17,556,373,2
2595,17,553,358,4
2612,17,561,362,4
2628,17,555,348,4
2645,17,560,372,2
2662,17,555,368,2
2678,17,563,367,2
2695,17,558,406,2
2712,17,541,604,3
2728,17,508,881,0
2745,17,407,990,0
2761,17,507,1004,0
2778,17,514,1004,0
2795,17,500,1010,0
2811,17,492,1013,0
2828,17,511,1017,0
2845,17,518,1012,0
2861,17,505,1018,0
2878,17,494,1007,0
2894,17,494,1017,0
2911,17,503,1014,0
2928,17,502,1006,0
2944,17,392,976,0
2961,17,429,1022,0
2978,17,353,921,0
2994,17,429,941,0
3011,17,420,941,0
3028,17,402,1020,0
3044,17,378,1010,0
3061,17,426,935,0
3077,17,435,937,0
3094,17,409,1004,0
3111,17,422,938,0
3127,17,356,992,0
3144,17,428,927,0
3161,17,426,931,0
3177,17,434,930,0
3194,17,416,932,0
3211,17,428,944,0
3227,17,367,974,0
3244,17,350,987,0
3260,17,469,725,3
3277,17,522,531,3
3294,17,544,500,3
3310,17,516,490,3
3327,17,544,488,3
3344,17,543,487,3
3360,17,546,483,3
3377,17,545,480,3
3394,17,538,483,3
3410,17,532,489,3
3427,17,548,484,3
3443,17,546,482,3
3460,17,540,450,3
3477,17,544,356,4
3493,17,541,338,4
3510,17,531,373,2
3527,17,536,369,2
3543,17,545,365,2
3560,17,538,362,4
3577,17,537,337,4
3593,17,536,362,4
3610,17,533,383,2
3626,17,540,361,4
3643,17,536,364,4
3660,17,538,356,4
3676,17,536,360,4
3693,17,535,369,2
3710,17,527,259,1
3843,133,507,578,3
3859,17,515,443,3
3876,17,520,344,4
3893,17,518,233,1
3909,17,523,224,1
3926,17,519,196,1
3943,17,522,298,4
3959,17,521,254,1
3976,17,519,311,4
3992,17,521,312,4
4009,17,519,338,4
4026,17,514,352,4
4042,17,509,310,4
4059,17,510,335,4
4076,17,518,325,4
4092,17,512,329,4
4109,17,527,330,4
4125,17,516,322,4
4142,17,521,344,4
4159,17,526,333,4
4175,17,515,331,4
4192,17,519,354,4
4209,17,519,316,4
4225,17,518,321,4
4242,17,505,351,4
4259,17,504,347,4
4275,17,513,333,4
4292,17,513,331,4
4308,17,517,331,4
4325,17,505,336,4
4342,17,524,332,4
4358,17,510,348,4
4375,17,535,323,4
4392,17,513,359,4
4408,17,513,354,4
4425,17,519,349,4
4442,17,525,351,4
4458,17,512,342,4
4475,17,514,323,4
4491,17,510,343,4
4508,17,529,330,4
4525,17,512,336,4
4541,17,518,320,4
4558,17,514,337,4
4575,17,510,319,4
4591,17,518,331,4
4608,17,527,318,4
4625,17,533,291,4
4641,17,533,261,0
4658,17,667,535,3
4791,133,489,702,3
4808,17,503,306,4
4824,17,483,474,3
4841,17,482,441,3
4857,17,452,589,3
4874,17,499,851,0
5024,150,501,707,3
5057,33,468,536,3
5074,17,474,440,3
5090,17,498,358,4
5107,17,458,372,2
5124,17,463,519,3
5140,17,489,226,1
5157,17,226,526,3
5174,17,487,301,4
5190,17,448,554,3
5356,166,537,799,0
5373,17,451,759,3
5390,17,522,540,3
5406,17,562,530,3
5423,17,476,533,3
5440,17,462,543,3
5456,17,476,437,3
5473,17,398,532,3
5490,17,471,507,3
5506,17,484,513,3
5673,166,547,635,3
5689,17,533,544,3
5706,17,499,578,3
5722,17,528,436,3
5739,17,456,499,3
5756,17,507,387,2
5772,17,479,592,3
5789,17,490,404,2
5806,17,482,558,3
5822,17,495,421,5
5839,17,498,368,2
5856,17,478,473,3
5872,17,307,501,3
5889,17,495,408,2
5905,17,502,406,2
5922,17,477,455,3
5939,17,504,273,0
5955,17,510,308,4
5972,17,480,253,1
5989,17,509,252,1
6005,17,497,476,3
6022,17,516,255,1
